### Enriched GO terms for convergently expressed genes in reproductive tract samples
# GO.ID = GO term ID
# Term = GO term description
# GSEA = Gene set enrichment analysis p-value 
GO.ID	Term	GSEA
GO:0007614	short-term memory	0.4067
GO:0006816	calcium ion transport	0.40672
GO:0010817	regulation of hormone levels	0.40708
GO:1904396	regulation of neuromuscular junction development	0.40712
GO:0008582	regulation of synaptic growth at neuromuscular junction	0.40712
GO:0006323	DNA packaging	0.40716
GO:0071616	acyl-CoA biosynthetic process	0.4074
GO:0035384	thioester biosynthetic process	0.4074
GO:0009620	response to fungus	0.40796
GO:0006874	cellular calcium ion homeostasis	0.4083
GO:0035222	wing disc pattern formation	0.40834
GO:0019233	sensory perception of pain	0.40858
GO:0044843	cell cycle G1/S phase transition	0.40859
GO:0000082	G1/S transition of mitotic cell cycle	0.40859
GO:0050832	defense response to fungus	0.40871
GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	0.40957
GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.40976
GO:0007155	cell adhesion	0.41035
GO:0022610	biological adhesion	0.41035
GO:0008293	torso signaling pathway	0.412
GO:0007405	neuroblast proliferation	0.41212
GO:0061351	neural precursor cell proliferation	0.41212
GO:0009416	response to light stimulus	0.41306
GO:0008360	regulation of cell shape	0.41372
GO:0007632	visual behavior	0.41384
GO:0032482	Rab protein signal transduction	0.41392
GO:0001745	compound eye morphogenesis	0.41396
GO:0009060	aerobic respiration	0.41476
GO:1902533	positive regulation of intracellular signal transduction	0.41476
GO:0048732	gland development	0.41522
GO:0060260	regulation of transcription initiation from RNA polymerase II promoter	0.41535
GO:2000142	regulation of DNA-templated transcription; initiation	0.41535
GO:0044767	single-organism developmental process	0.41643
GO:0035073	pupariation	0.41657
GO:0050896	response to stimulus	0.4167
GO:0015718	monocarboxylic acid transport	0.41719
GO:0070588	calcium ion transmembrane transport	0.41719
GO:0045132	meiotic chromosome segregation	0.41863
GO:0014016	neuroblast differentiation	0.4196
GO:0016322	neuron remodeling	0.41985
GO:0042551	neuron maturation	0.41985
GO:0060548	negative regulation of cell death	0.42004
GO:0098930	axonal transport	0.42008
GO:0030855	epithelial cell differentiation	0.42019
GO:0009124	nucleoside monophosphate biosynthetic process	0.42027
GO:0040008	regulation of growth	0.42062
GO:0033157	regulation of intracellular protein transport	0.42103
GO:0035152	regulation of tube architecture; open tracheal system	0.42125
GO:0046887	positive regulation of hormone secretion	0.42134
GO:0090277	positive regulation of peptide hormone secretion	0.42134
GO:0046661	male sex differentiation	0.42232
GO:0007411	axon guidance	0.42244
GO:0002064	epithelial cell development	0.42247
GO:0006333	chromatin assembly or disassembly	0.42269
GO:0009798	axis specification	0.4237
GO:0048599	oocyte development	0.42373
GO:0048065	male courtship behavior; veined wing extension	0.42451
GO:0045317	equator specification	0.42462
GO:0048580	regulation of post-embryonic development	0.42471
GO:0010883	regulation of lipid storage	0.42487
GO:0035002	liquid clearance; open tracheal system	0.42647
GO:0030032	lamellipodium assembly	0.42667
GO:0097581	lamellipodium organization	0.42667
GO:0001178	regulation of transcriptional start site selection at RNA polymerase II promoter	0.42739
GO:0035158	regulation of tube diameter; open tracheal system	0.429
GO:0002697	regulation of immune effector process	0.42956
GO:0009409	response to cold	0.43137
GO:0008103	oocyte microtubule cytoskeleton polarization	0.43267
GO:0043508	negative regulation of JUN kinase activity	0.43329
GO:0017145	stem cell division	0.43354
GO:0006644	phospholipid metabolic process	0.43381
GO:0035070	salivary gland histolysis	0.4341
GO:0090501	RNA phosphodiester bond hydrolysis	0.4356
GO:2001020	regulation of response to DNA damage stimulus	0.43582
GO:1990709	presynaptic active zone organization	0.43588
GO:0046666	retinal cell programmed cell death	0.43592
GO:0008088	axo-dendritic transport	0.43775
GO:0044281	small molecule metabolic process	0.43908
GO:0019751	polyol metabolic process	0.43914
GO:0031333	negative regulation of protein complex assembly	0.43933
GO:0016242	negative regulation of macroautophagy	0.4394
GO:0010959	regulation of metal ion transport	0.4394
GO:0009649	entrainment of circadian clock	0.43974
GO:0022604	regulation of cell morphogenesis	0.43978
GO:0060968	regulation of gene silencing	0.44054
GO:0008361	regulation of cell size	0.44063
GO:0006281	DNA repair	0.44106
GO:1905954	positive regulation of lipid localization	0.44114
GO:0048025	negative regulation of mRNA splicing; via spliceosome	0.44114
GO:0050686	negative regulation of mRNA processing	0.44114
GO:1903312	negative regulation of mRNA metabolic process	0.44114
GO:0006643	membrane lipid metabolic process	0.4416
GO:0006110	regulation of glycolytic process	0.4419
GO:0007252	I-kappaB phosphorylation	0.4419
GO:0016330	second mitotic wave involved in compound eye morphogenesis	0.4419
GO:0048052	R1/R6 cell differentiation	0.4419
GO:0051193	regulation of cofactor metabolic process	0.4419
GO:0051196	regulation of coenzyme metabolic process	0.4419
GO:0061331	epithelial cell proliferation involved in Malpighian tubule morphogenesis	0.4419
GO:0061382	Malpighian tubule tip cell differentiation	0.4419
GO:2001013	epithelial cell proliferation involved in renal tubule morphogenesis	0.4419
GO:0051254	positive regulation of RNA metabolic process	0.44198
GO:0036099	female germ-line stem cell population maintenance	0.44243
GO:2000104	negative regulation of DNA-dependent DNA replication	0.44298
GO:0090329	regulation of DNA-dependent DNA replication	0.44298
GO:0016476	regulation of embryonic cell shape	0.44322
GO:0042676	compound eye cone cell fate commitment	0.44362
GO:0048066	developmental pigmentation	0.44391
GO:0002168	instar larval development	0.44475
GO:0045824	negative regulation of innate immune response	0.44509
GO:0000154	rRNA modification	0.44549
GO:0060857	establishment of glial blood-brain barrier	0.44617
GO:0051094	positive regulation of developmental process	0.44696
GO:0052547	regulation of peptidase activity	0.44711
GO:0010648	negative regulation of cell communication	0.44769
GO:0023057	negative regulation of signaling	0.44769
GO:0048675	axon extension	0.44775
GO:0048210	Golgi vesicle fusion to target membrane	0.44814
GO:0009069	serine family amino acid metabolic process	0.44843
GO:0051093	negative regulation of developmental process	0.44922
GO:0000266	mitochondrial fission	0.44982
GO:0090140	regulation of mitochondrial fission	0.44982
GO:0010822	positive regulation of mitochondrion organization	0.44982
GO:0001934	positive regulation of protein phosphorylation	0.44983
GO:0098660	inorganic ion transmembrane transport	0.45143
GO:0048646	anatomical structure formation involved in morphogenesis	0.45167
GO:0007620	copulation	0.4521
GO:1990542	mitochondrial transmembrane transport	0.45279
GO:0016203	muscle attachment	0.45315
GO:0046148	pigment biosynthetic process	0.45323
GO:0040003	chitin-based cuticle development	0.45401
GO:0030516	regulation of axon extension	0.45425
GO:0045773	positive regulation of axon extension	0.45425
GO:0050772	positive regulation of axonogenesis	0.45425
GO:0061387	regulation of extent of cell growth	0.45425
GO:0033043	regulation of organelle organization	0.45426
GO:0042996	regulation of Golgi to plasma membrane protein transport	0.45466
GO:0090003	regulation of establishment of protein localization to plasma membrane	0.45466
GO:0046434	organophosphate catabolic process	0.45572
GO:0048042	regulation of post-mating oviposition	0.45603
GO:0060403	post-mating oviposition	0.45603
GO:0043903	regulation of symbiosis; encompassing mutualism through parasitism	0.45633
GO:0048805	imaginal disc-derived genitalia morphogenesis	0.4567
GO:0007483	genital disc morphogenesis	0.4567
GO:0035126	post-embryonic genitalia morphogenesis	0.4567
GO:0007420	brain development	0.45706
GO:0051240	positive regulation of multicellular organismal process	0.45807
GO:0042078	germ-line stem cell division	0.45871
GO:0048569	post-embryonic animal organ development	0.46073
GO:0007179	transforming growth factor beta receptor signaling pathway	0.46241
GO:0070646	protein modification by small protein removal	0.46342
GO:0000819	sister chromatid segregation	0.46384
GO:0006888	ER to Golgi vesicle-mediated transport	0.46413
GO:0006576	cellular biogenic amine metabolic process	0.4642
GO:0044707	single-multicellular organism process	0.46431
GO:0006471	protein ADP-ribosylation	0.46581
GO:0097576	vacuole fusion	0.46608
GO:0097352	autophagosome maturation	0.46608
GO:0090066	regulation of anatomical structure size	0.46716
GO:0008589	regulation of smoothened signaling pathway	0.46781
GO:0048808	male genitalia morphogenesis	0.46814
GO:0090598	male anatomical structure morphogenesis	0.46814
GO:0030539	male genitalia development	0.46814
GO:0005978	glycogen biosynthetic process	0.46814
GO:0009250	glucan biosynthetic process	0.46814
GO:0000916	actomyosin contractile ring contraction	0.46926
GO:0036213	contractile ring contraction	0.46926
GO:0008356	asymmetric cell division	0.46952
GO:0044090	positive regulation of vacuole organization	0.47004
GO:0044088	regulation of vacuole organization	0.47004
GO:1901096	regulation of autophagosome maturation	0.47004
GO:1901098	positive regulation of autophagosome maturation	0.47004
GO:0033119	negative regulation of RNA splicing	0.47025
GO:0008543	fibroblast growth factor receptor signaling pathway	0.47032
GO:0044344	cellular response to fibroblast growth factor stimulus	0.47032
GO:0071774	response to fibroblast growth factor	0.47032
GO:0032886	regulation of microtubule-based process	0.47114
GO:0007219	Notch signaling pathway	0.4721
GO:1904589	regulation of protein import	0.4721
GO:1903533	regulation of protein targeting	0.4721
GO:1900180	regulation of protein localization to nucleus	0.4721
GO:0042306	regulation of protein import into nucleus	0.4721
GO:0060322	head development	0.47287
GO:0048056	R3/R4 cell differentiation	0.47331
GO:0045927	positive regulation of growth	0.4768
GO:0007430	terminal branching; open tracheal system	0.47687
GO:0009410	response to xenobiotic stimulus	0.47694
GO:0006805	xenobiotic metabolic process	0.47694
GO:0071466	cellular response to xenobiotic stimulus	0.47694
GO:0007613	memory	0.47785
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.47792
GO:1904029	regulation of cyclin-dependent protein kinase activity	0.47792
GO:0007615	anesthesia-resistant memory	0.47875
GO:0016477	cell migration	0.47902
GO:0040011	locomotion	0.47929
GO:0098876	vesicle-mediated transport to the plasma membrane	0.47935
GO:0006893	Golgi to plasma membrane transport	0.47935
GO:0043001	Golgi to plasma membrane protein transport	0.47935
GO:0022416	chaeta development	0.47991
GO:0051865	protein autoubiquitination	0.48028
GO:0008202	steroid metabolic process	0.48079
GO:0044283	small molecule biosynthetic process	0.48154
GO:0048568	embryonic organ development	0.48173
GO:0034762	regulation of transmembrane transport	0.4832
GO:0034764	positive regulation of transmembrane transport	0.4832
GO:0034765	regulation of ion transmembrane transport	0.4832
GO:0034767	positive regulation of ion transmembrane transport	0.4832
GO:0043270	positive regulation of ion transport	0.4832
GO:1904062	regulation of cation transmembrane transport	0.4832
GO:1904064	positive regulation of cation transmembrane transport	0.4832
GO:0010591	regulation of lamellipodium assembly	0.48348
GO:1902743	regulation of lamellipodium organization	0.48348
GO:0035171	lamellocyte differentiation	0.48361
GO:0042387	plasmatocyte differentiation	0.48361
GO:0010466	negative regulation of peptidase activity	0.48476
GO:0010951	negative regulation of endopeptidase activity	0.48476
GO:0010955	negative regulation of protein processing	0.48476
GO:0032351	negative regulation of hormone metabolic process	0.48476
GO:1903318	negative regulation of protein maturation	0.48476
GO:0006790	sulfur compound metabolic process	0.48493
GO:0006935	chemotaxis	0.48519
GO:0000288	nuclear-transcribed mRNA catabolic process; deadenylation-dependent decay	0.48563
GO:0070507	regulation of microtubule cytoskeleton organization	0.48577
GO:0006906	vesicle fusion	0.48589
GO:0051674	localization of cell	0.48622
GO:0048870	cell motility	0.48622
GO:1902600	hydrogen ion transmembrane transport	0.4885
GO:0050767	regulation of neurogenesis	0.48892
GO:0002244	hematopoietic progenitor cell differentiation	0.48894
GO:0060218	hematopoietic stem cell differentiation	0.48894
GO:0060628	regulation of ER to Golgi vesicle-mediated transport	0.48894
GO:1901532	regulation of hematopoietic progenitor cell differentiation	0.48894
GO:1902036	regulation of hematopoietic stem cell differentiation	0.48894
GO:0042060	wound healing	0.48994
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.48997
GO:0006356	regulation of transcription from RNA polymerase I promoter	0.49055
GO:0045943	positive regulation of transcription from RNA polymerase I promoter	0.49055
GO:0007277	pole cell development	0.4914
GO:0010975	regulation of neuron projection development	0.4914
GO:0048072	compound eye pigmentation	0.49177
GO:0035071	salivary gland cell autophagic cell death	0.49269
GO:0048102	autophagic cell death	0.49269
GO:0032460	negative regulation of protein oligomerization	0.49343
GO:1903332	regulation of protein folding	0.49343
GO:1903334	positive regulation of protein folding	0.49343
GO:1903644	regulation of chaperone-mediated protein folding	0.49343
GO:1903646	positive regulation of chaperone-mediated protein folding	0.49343
GO:0032502	developmental process	0.49369
GO:0044784	metaphase/anaphase transition of cell cycle	0.49386
GO:0051306	mitotic sister chromatid separation	0.49386
GO:0010965	regulation of mitotic sister chromatid separation	0.49386
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	0.49386
GO:0033047	regulation of mitotic sister chromatid segregation	0.49386
GO:1905818	regulation of chromosome separation	0.49386
GO:1904397	negative regulation of neuromuscular junction development	0.49415
GO:0051964	negative regulation of synapse assembly	0.49415
GO:1905809	negative regulation of synapse organization	0.49415
GO:0045886	negative regulation of synaptic growth at neuromuscular junction	0.49415
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	0.49442
GO:0007016	cytoskeletal anchoring at plasma membrane	0.49474
GO:0016126	sterol biosynthetic process	0.49529
GO:1902653	secondary alcohol biosynthetic process	0.49529
GO:0006697	ecdysone biosynthetic process	0.49529
GO:0046165	alcohol biosynthetic process	0.49529
GO:0009135	purine nucleoside diphosphate metabolic process	0.49563
GO:0009179	purine ribonucleoside diphosphate metabolic process	0.49563
GO:0009185	ribonucleoside diphosphate metabolic process	0.49563
GO:0046031	ADP metabolic process	0.49563
GO:0000335	negative regulation of transposition; DNA-mediated	0.49593
GO:0000337	regulation of transposition; DNA-mediated	0.49593
GO:0006313	transposition; DNA-mediated	0.49593
GO:0045910	negative regulation of DNA recombination	0.49593
GO:0016071	mRNA metabolic process	0.49653
GO:0048190	wing disc dorsal/ventral pattern formation	0.49708
GO:0007280	pole cell migration	0.49821
GO:0071824	protein-DNA complex subunit organization	0.49825
GO:0051241	negative regulation of multicellular organismal process	0.49842
GO:0009127	purine nucleoside monophosphate biosynthetic process	0.49881
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	0.49881
GO:0042335	cuticle development	0.4989
GO:0030534	adult behavior	0.4989
GO:0048678	response to axon injury	0.49911
GO:0032506	cytokinetic process	0.49989
GO:0072499	photoreceptor cell axon guidance	0.50012
GO:0051247	positive regulation of protein metabolic process	0.50081
GO:0010847	regulation of chromatin assembly	0.50083
GO:0031445	regulation of heterochromatin assembly	0.50083
GO:0031453	positive regulation of heterochromatin assembly	0.50083
GO:0045799	positive regulation of chromatin assembly or disassembly	0.50083
GO:1903578	regulation of ATP metabolic process	0.50111
GO:0006399	tRNA metabolic process	0.5017
GO:0030237	female sex determination	0.50185
GO:0007431	salivary gland development	0.50291
GO:0035272	exocrine system development	0.50291
GO:0007308	oocyte construction	0.50351
GO:0019362	pyridine nucleotide metabolic process	0.50415
GO:0046496	nicotinamide nucleotide metabolic process	0.50415
GO:0022898	regulation of transmembrane transporter activity	0.50447
GO:0032409	regulation of transporter activity	0.50447
GO:0032411	positive regulation of transporter activity	0.50447
GO:0032412	regulation of ion transmembrane transporter activity	0.50447
GO:0032414	positive regulation of ion transmembrane transporter activity	0.50447
GO:0044763	single-organism cellular process	0.50545
GO:0009156	ribonucleoside monophosphate biosynthetic process	0.5056
GO:0052548	regulation of endopeptidase activity	0.50588
GO:0043085	positive regulation of catalytic activity	0.50591
GO:1990778	protein localization to cell periphery	0.50637
GO:0009629	response to gravity	0.50639
GO:0042332	gravitaxis	0.50639
GO:0009314	response to radiation	0.50665
GO:0007530	sex determination	0.50687
GO:0070828	heterochromatin organization	0.50694
GO:0006783	heme biosynthetic process	0.50723
GO:0042168	heme metabolic process	0.50723
GO:0034645	cellular macromolecule biosynthetic process	0.50758
GO:0034250	positive regulation of cellular amide metabolic process	0.5081
GO:0032270	positive regulation of cellular protein metabolic process	0.50815
GO:0008406	gonad development	0.50816
GO:0045137	development of primary sexual characteristics	0.50816
GO:0009794	regulation of mitotic cell cycle; embryonic	0.50841
GO:0048138	germ-line cyst encapsulation	0.50907
GO:0061343	cell adhesion involved in heart morphogenesis	0.5099
GO:0002831	regulation of response to biotic stimulus	0.51042
GO:0040034	regulation of development; heterochronic	0.51176
GO:0009068	aspartate family amino acid catabolic process	0.51176
GO:1900408	negative regulation of cellular response to oxidative stress	0.51176
GO:1902883	negative regulation of response to oxidative stress	0.51176
GO:0050688	regulation of defense response to virus	0.51181
GO:2000331	regulation of terminal button organization	0.51341
GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.51432
GO:0009059	macromolecule biosynthetic process	0.51451
GO:0051208	sequestering of calcium ion	0.51516
GO:0051238	sequestering of metal ion	0.51516
GO:0045500	sevenless signaling pathway	0.51575
GO:0006101	citrate metabolic process	0.51585
GO:0006099	tricarboxylic acid cycle	0.51585
GO:0072350	tricarboxylic acid metabolic process	0.51585
GO:0065004	protein-DNA complex assembly	0.51602
GO:0035092	sperm chromatin condensation	0.51605
GO:0010332	response to gamma radiation	0.51605
GO:0042219	cellular modified amino acid catabolic process	0.51631
GO:0016236	macroautophagy	0.51667
GO:0043933	macromolecular complex subunit organization	0.51693
GO:0022404	molting cycle process	0.5171
GO:0006869	lipid transport	0.51818
GO:0030708	germarium-derived female germ-line cyst encapsulation	0.51875
GO:0048139	female germ-line cyst encapsulation	0.51875
GO:0090158	endoplasmic reticulum membrane organization	0.51912
GO:0009636	response to toxic substance	0.51921
GO:0035234	ectopic germ cell programmed cell death	0.51944
GO:0060541	respiratory system development	0.51951
GO:0009408	response to heat	0.52119
GO:0017038	protein import	0.52148
GO:0038202	TORC1 signaling	0.52232
GO:0030718	germ-line stem cell population maintenance	0.52232
GO:0016060	metarhodopsin inactivation	0.5227
GO:0045937	positive regulation of phosphate metabolic process	0.52304
GO:0010562	positive regulation of phosphorus metabolic process	0.52304
GO:0006928	movement of cell or subcellular component	0.5239
GO:0030031	cell projection assembly	0.52426
GO:0031036	myosin II filament assembly	0.52426
GO:0035190	syncytial nuclear migration	0.52426
GO:0007141	male meiosis I	0.52482
GO:0008033	tRNA processing	0.52508
GO:0051531	NFAT protein import into nucleus	0.5252
GO:0051532	regulation of NFAT protein import into nucleus	0.5252
GO:0051533	positive regulation of NFAT protein import into nucleus	0.5252
GO:0046532	regulation of photoreceptor cell differentiation	0.52548
GO:0072528	pyrimidine-containing compound biosynthetic process	0.52635
GO:0098727	maintenance of cell number	0.52636
GO:0019827	stem cell population maintenance	0.52636
GO:0032510	endosome to lysosome transport via multivesicular body sorting pathway	0.52655
GO:0050848	regulation of calcium-mediated signaling	0.52655
GO:0007416	synapse assembly	0.52679
GO:0006897	endocytosis	0.52722
GO:0031047	gene silencing by RNA	0.52725
GO:0016458	gene silencing	0.52755
GO:0016578	histone deubiquitination	0.52805
GO:0046621	negative regulation of organ growth	0.5284
GO:0060284	regulation of cell development	0.52845
GO:0050807	regulation of synapse organization	0.52855
GO:0007494	midgut development	0.52928
GO:0007379	segment specification	0.52943
GO:0046426	negative regulation of JAK-STAT cascade	0.53018
GO:1904893	negative regulation of STAT cascade	0.53018
GO:0048803	imaginal disc-derived male genitalia morphogenesis	0.53058
GO:0006749	glutathione metabolic process	0.53118
GO:0000910	cytokinesis	0.53162
GO:0019101	female somatic sex determination	0.53165
GO:0007600	sensory perception	0.53188
GO:0048511	rhythmic process	0.53228
GO:0060031	mediolateral intercalation	0.53249
GO:0019058	viral life cycle	0.53275
GO:0007309	oocyte axis specification	0.5329
GO:0003007	heart morphogenesis	0.5331
GO:0030723	ovarian fusome organization	0.53317
GO:0009791	post-embryonic development	0.53339
GO:0051188	cofactor biosynthetic process	0.53358
GO:0048149	behavioral response to ethanol	0.5338
GO:0051294	establishment of spindle orientation	0.53522
GO:0048515	spermatid differentiation	0.53608
GO:0051310	metaphase plate congression	0.53637
GO:0007080	mitotic metaphase plate congression	0.53637
GO:0006402	mRNA catabolic process	0.53692
GO:0046834	lipid phosphorylation	0.53753
GO:0016486	peptide hormone processing	0.53771
GO:0016331	morphogenesis of embryonic epithelium	0.53906
GO:0010632	regulation of epithelial cell migration	0.53989
GO:2000274	regulation of epithelial cell migration; open tracheal system	0.53989
GO:0000278	mitotic cell cycle	0.54001
GO:0035194	posttranscriptional gene silencing by RNA	0.54013
GO:0016441	posttranscriptional gene silencing	0.54013
GO:0007165	signal transduction	0.5407
GO:0032774	RNA biosynthetic process	0.54095
GO:0097659	nucleic acid-templated transcription	0.54095
GO:0006351	transcription; DNA-templated	0.54095
GO:0031099	regeneration	0.54134
GO:0048082	regulation of adult chitin-containing cuticle pigmentation	0.54175
GO:0036335	intestinal stem cell homeostasis	0.54273
GO:0048872	homeostasis of number of cells	0.54273
GO:0045793	positive regulation of cell size	0.54273
GO:0007436	larval salivary gland morphogenesis	0.54296
GO:0072330	monocarboxylic acid biosynthetic process	0.54342
GO:0060027	convergent extension involved in gastrulation	0.54353
GO:0061077	chaperone-mediated protein folding	0.54353
GO:0071396	cellular response to lipid	0.54353
GO:0035601	protein deacylation	0.54531
GO:0098732	macromolecule deacylation	0.54531
GO:0016575	histone deacetylation	0.54531
GO:0006476	protein deacetylation	0.54531
GO:0006950	response to stress	0.54542
GO:0009894	regulation of catabolic process	0.54551
GO:0030317	flagellated sperm motility	0.54575
GO:0097722	sperm motility	0.54575
GO:0009642	response to light intensity	0.54595
GO:0016062	adaptation of rhodopsin mediated signaling	0.54595
GO:0023058	adaptation of signaling pathway	0.54595
GO:0036367	light adaption	0.54595
GO:0051272	positive regulation of cellular component movement	0.54626
GO:0034613	cellular protein localization	0.54683
GO:0045087	innate immune response	0.54762
GO:0002832	negative regulation of response to biotic stimulus	0.54785
GO:0007564	regulation of chitin-based cuticle tanning	0.54971
GO:2001257	regulation of cation channel activity	0.5498
GO:2001259	positive regulation of cation channel activity	0.5498
GO:0006066	alcohol metabolic process	0.55049
GO:0071822	protein complex subunit organization	0.55163
GO:0090069	regulation of ribosome biogenesis	0.55177
GO:0090070	positive regulation of ribosome biogenesis	0.55177
GO:0035153	epithelial cell type specification; open tracheal system	0.55177
GO:0006082	organic acid metabolic process	0.55247
GO:0043436	oxoacid metabolic process	0.55247
GO:0007631	feeding behavior	0.55305
GO:0007264	small GTPase mediated signal transduction	0.55389
GO:0006998	nuclear envelope organization	0.55407
GO:0030536	larval feeding behavior	0.55407
GO:0032446	protein modification by small protein conjugation	0.55686
GO:0035017	cuticle pattern formation	0.55692
GO:0042052	rhabdomere development	0.5571
GO:0019752	carboxylic acid metabolic process	0.55942
GO:0042327	positive regulation of phosphorylation	0.55971
GO:0008069	dorsal/ventral axis specification; ovarian follicular epithelium	0.55983
GO:0042430	indole-containing compound metabolic process	0.55983
GO:0051961	negative regulation of nervous system development	0.56013
GO:0006023	aminoglycan biosynthetic process	0.56026
GO:0010669	epithelial structure maintenance	0.56094
GO:0030537	larval behavior	0.56107
GO:0061640	cytoskeleton-dependent cytokinesis	0.56146
GO:0009072	aromatic amino acid family metabolic process	0.56204
GO:1901361	organic cyclic compound catabolic process	0.56264
GO:0016321	female meiosis chromosome segregation	0.56313
GO:0009145	purine nucleoside triphosphate biosynthetic process	0.56325
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	0.56325
GO:0042441	eye pigment metabolic process	0.5641
GO:0043324	pigment metabolic process involved in developmental pigmentation	0.5641
GO:0006726	eye pigment biosynthetic process	0.5641
GO:0043474	pigment metabolic process involved in pigmentation	0.5641
GO:0031102	neuron projection regeneration	0.56466
GO:0031103	axon regeneration	0.56466
GO:0007428	primary branching; open tracheal system	0.56491
GO:0043954	cellular component maintenance	0.56528
GO:0044271	cellular nitrogen compound biosynthetic process	0.56532
GO:0006366	transcription from RNA polymerase II promoter	0.56532
GO:0006886	intracellular protein transport	0.56553
GO:0035079	polytene chromosome puffing	0.56595
GO:0036315	cellular response to sterol	0.56622
GO:0071390	cellular response to ecdysone	0.56622
GO:1901655	cellular response to ketone	0.56622
GO:0002684	positive regulation of immune system process	0.5663
GO:0045924	regulation of female receptivity	0.56637
GO:0000956	nuclear-transcribed mRNA catabolic process	0.56718
GO:0006497	protein lipidation	0.56751
GO:0042157	lipoprotein metabolic process	0.56751
GO:0042158	lipoprotein biosynthetic process	0.56751
GO:0051336	regulation of hydrolase activity	0.56783
GO:0006970	response to osmotic stress	0.56802
GO:0070983	dendrite guidance	0.56802
GO:0040023	establishment of nucleus localization	0.56858
GO:0007593	chitin-based cuticle sclerotization	0.56983
GO:0016061	regulation of light-activated channel activity	0.57021
GO:0010623	programmed cell death involved in cell development	0.57094
GO:0051053	negative regulation of DNA metabolic process	0.57223
GO:0098722	asymmetric stem cell division	0.57268
GO:0000003	reproduction	0.57271
GO:0006979	response to oxidative stress	0.57285
GO:0030010	establishment of cell polarity	0.57304
GO:0010996	response to auditory stimulus	0.57355
GO:0009453	energy taxis	0.57362
GO:0042331	phototaxis	0.57362
GO:0048588	developmental cell growth	0.57419
GO:1904398	positive regulation of neuromuscular junction development	0.57676
GO:0045887	positive regulation of synaptic growth at neuromuscular junction	0.57676
GO:0045664	regulation of neuron differentiation	0.57687
GO:0065003	macromolecular complex assembly	0.57692
GO:0070482	response to oxygen levels	0.5775
GO:0031532	actin cytoskeleton reorganization	0.57775
GO:0032456	endocytic recycling	0.57813
GO:1902807	negative regulation of cell cycle G1/S phase transition	0.57863
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	0.57863
GO:0051239	regulation of multicellular organismal process	0.57935
GO:0051924	regulation of calcium ion transport	0.58247
GO:0042180	cellular ketone metabolic process	0.58359
GO:0007419	ventral cord development	0.58367
GO:0035966	response to topologically incorrect protein	0.58376
GO:0035967	cellular response to topologically incorrect protein	0.58376
GO:0051051	negative regulation of transport	0.58381
GO:0034605	cellular response to heat	0.58442
GO:0034331	cell junction maintenance	0.58465
GO:0007623	circadian rhythm	0.58525
GO:0046844	micropyle formation	0.58533
GO:0007265	Ras protein signal transduction	0.58544
GO:0007480	imaginal disc-derived leg morphogenesis	0.58561
GO:0007478	leg disc morphogenesis	0.58561
GO:0006165	nucleoside diphosphate phosphorylation	0.58602
GO:0046939	nucleotide phosphorylation	0.58602
GO:0043648	dicarboxylic acid metabolic process	0.58606
GO:0007422	peripheral nervous system development	0.58611
GO:0045089	positive regulation of innate immune response	0.58662
GO:0061327	anterior Malpighian tubule development	0.58709
GO:0046854	phosphatidylinositol phosphorylation	0.58751
GO:0010771	negative regulation of cell morphogenesis involved in differentiation	0.5876
GO:0044711	single-organism biosynthetic process	0.58782
GO:0007635	chemosensory behavior	0.58792
GO:0050908	detection of light stimulus involved in visual perception	0.58828
GO:0007601	visual perception	0.58833
GO:0033013	tetrapyrrole metabolic process	0.58878
GO:0035264	multicellular organism growth	0.59069
GO:0051567	histone H3-K9 methylation	0.59134
GO:0043902	positive regulation of multi-organism process	0.59134
GO:0018958	phenol-containing compound metabolic process	0.59134
GO:0051604	protein maturation	0.59148
GO:0035218	leg disc development	0.5917
GO:0048085	adult chitin-containing cuticle pigmentation	0.5918
GO:0051220	cytoplasmic sequestering of protein	0.59192
GO:0034220	ion transmembrane transport	0.59268
GO:0090311	regulation of protein deacetylation	0.5929
GO:0090312	positive regulation of protein deacetylation	0.5929
GO:0031063	regulation of histone deacetylation	0.5929
GO:0031065	positive regulation of histone deacetylation	0.5929
GO:0016325	oocyte microtubule cytoskeleton organization	0.59298
GO:0010453	regulation of cell fate commitment	0.59372
GO:0030727	germarium-derived female germ-line cyst formation	0.59388
GO:0043547	positive regulation of GTPase activity	0.59453
GO:0019438	aromatic compound biosynthetic process	0.59515
GO:0071407	cellular response to organic cyclic compound	0.59545
GO:0007605	sensory perception of sound	0.59684
GO:0009615	response to virus	0.59726
GO:0045995	regulation of embryonic development	0.59756
GO:0006027	glycosaminoglycan catabolic process	0.59804
GO:0000270	peptidoglycan metabolic process	0.59804
GO:0009253	peptidoglycan catabolic process	0.59804
GO:0006334	nucleosome assembly	0.60023
