### GO term enrichment for convergent genes in whole body samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTbi_GSEA	toTsi_GSEA	toTce_GSEA	toTms_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0006862	nucleotide transport	0.4975	NA	0.3149	0.35244	0.96474	NA	0.49969	0.94182	NA	NA	0.498595
GO:0048518	positive regulation of biological process	0.6059	0.57227	0.4443	0.09331	0.01375	0.48444	0.65501	0.42036	0.69921	0.51349	0.498965
GO:0046530	photoreceptor cell differentiation	0.1487	0.52393	0.6033	0.50106	0.81406	0.47939	0.10289	0.82584	0.49743	0.47151	0.499245
GO:0016050	vesicle organization	0.1586	0.72637	0.4144	0.47202	0.65548	0.92611	0.26071	0.62134	0.47954	0.51904	0.49929
GO:0060964	regulation of gene silencing by miRNA	0.6993	0.64178	0.0638	0.10361	0.15337	0.67262	0.68681	0.48274	0.18722	0.51678	0.49976
GO:0071482	cellular response to light stimulus	0.7493	0.41682	0.264	0.40835	0.71784	0.26923	0.57938	0.92092	0.45196	0.54772	0.49984
GO:0017145	stem cell division	0.7897	0.19315	0.9726	0.77965	0.50105	0.23297	0.37277	0.42377	0.85253	0.49867	0.49986
GO:0046528	imaginal disc fusion	0.4535	0.5374	0.2893	0.40582	0.62592	0.58811	0.47178	0.56694	0.21436	0.52809	0.499935
GO:0046529	"imaginal disc fusion, thorax closure"	0.4535	0.5374	0.2893	0.40582	0.62592	0.58811	0.47178	0.56694	0.21436	0.52809	0.499935
GO:2000047	regulation of cell-cell adhesion mediated by cadherin	0.2233	0.5418	0.6214	0.70977	0.77542	0.4599	0.22481	0.77539	0.18779	0.24102	0.50085
GO:0019102	male somatic sex determination	0.6082	NA	0.2337	0.68116	NA	NA	0.39352	NA	NA	NA	0.50086
GO:1901214	regulation of neuron death	0.7322	0.58728	0.4435	0.47623	0.38006	0.47353	0.80483	0.40169	0.80248	0.52623	0.50123
GO:0051674	localization of cell	0.6362	0.42136	0.7362	0.46458	0.53811	0.78229	0.53828	0.21922	0.15189	0.11855	0.501345
GO:0023061	signal release	0.353	0.47184	0.7698	0.62613	0.24009	0.63124	0.17332	0.31128	0.63709	0.53131	0.501575
GO:0008355	olfactory learning	0.5458	0.05365	0.4581	0.42597	0.89217	0.04616	0.42172	0.77222	0.96989	0.95581	0.50195
GO:0072347	response to anesthetic	0.9031	0.27206	0.2595	0.35185	0.5726	0.23448	0.88206	0.45378	0.55106	0.73633	0.50242
GO:0042996	regulation of Golgi to plasma membrane protein transport	0.0476	0.87048	0.6206	0.37009	0.59961	0.82818	0.02974	0.16683	0.62797	0.40598	0.502795
GO:0090003	regulation of establishment of protein localization to plasma membrane	0.0476	0.87048	0.6206	0.37009	0.59961	0.82818	0.02974	0.16683	0.62797	0.40598	0.502795
GO:0035601	protein deacylation	0.3402	0.41214	0.2811	0.34984	0.66914	0.7015	0.35396	0.59476	0.99756	0.94281	0.50345
GO:0098732	macromolecule deacylation	0.3402	0.41214	0.2811	0.34984	0.66914	0.7015	0.35396	0.59476	0.99756	0.94281	0.50345
GO:0016577	histone demethylation	0.3122	0.61048	0.7473	0.48393	0.44366	0.394	0.32773	0.52341	0.94307	0.80266	0.50367
GO:0070076	histone lysine demethylation	0.3122	0.61048	0.7473	0.48393	0.44366	0.394	0.32773	0.52341	0.94307	0.80266	0.50367
GO:0035090	maintenance of apical/basal cell polarity	0.8352	0.98543	0.553	0.22651	0.36851	0.82095	0.83792	0.31458	0.45487	0.19014	0.503935
GO:0043984	histone H4-K16 acetylation	0.7999	NA	0.4496	0.52233	0.35155	NA	0.79246	0.48694	0.47836	0.5959	0.504635
GO:0008586	imaginal disc-derived wing vein morphogenesis	0.3549	0.31319	0.2078	0.42326	0.91916	0.77443	0.1789	0.58614	0.78721	0.79965	0.5047
GO:0030708	germarium-derived female germ-line cyst encapsulation	0.029	0.15838	0.5379	0.56029	0.53889	0.15073	0.03383	0.48862	0.52081	0.5249	0.504715
GO:0016336	establishment or maintenance of polarity of larval imaginal disc epithelium	0.2954	0.74005	0.3397	0.47978	0.53056	0.56497	0.33582	0.7435	0.4172	0.55949	0.50517
GO:0007469	antennal development	0.1331	0.31818	0.9749	0.98999	0.63636	0.36615	0.33599	0.7451	0.37416	0.83801	0.50526
GO:0016332	establishment or maintenance of polarity of embryonic epithelium	0.1492	0.58389	0.1994	0.05512	0.44563	0.56497	0.17457	0.6286	0.71362	0.57083	0.5053
GO:0009967	positive regulation of signal transduction	0.55	0.2101	0.789	0.48699	0.52427	0.33369	0.66132	0.62234	0.41327	0.13213	0.50563
GO:0031145	anaphase-promoting complex-dependent catabolic process	0.3972	0.44159	0.5015	0.54889	0.50985	0.40844	0.53669	0.46683	0.72257	0.7013	0.505675
GO:0000301	"retrograde transport, vesicle recycling within Golgi"	0.4403	0.56902	0.2008	0.35724	0.52688	0.48451	0.4116	0.62401	0.74222	0.5285	0.505695
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	0.4833	0.52632	0.4635	0.56613	0.54272	0.48509	0.48246	0.22835	0.89894	0.70755	0.505705
GO:0019856	pyrimidine nucleobase biosynthetic process	0.4833	0.52632	0.4635	0.56613	0.54272	0.48509	0.48246	0.22835	0.89894	0.70755	0.505705
GO:0060969	negative regulation of gene silencing	0.4236	0.57438	0.3485	0.19084	0.72544	0.42306	0.43706	0.90455	0.74217	0.67084	0.50572
GO:0016334	establishment or maintenance of polarity of follicular epithelium	0.5673	0.50229	0.2847	0.55951	0.50942	0.53618	0.44091	0.39421	0.55225	0.49287	0.505855
GO:0006493	protein O-linked glycosylation	0.9386	0.54209	0.8721	0.91005	0.45132	0.46027	0.97795	0.4377	0.33567	0.4697	0.505895
GO:1903008	organelle disassembly	0.6844	0.30668	0.3994	0.66985	0.51445	0.07561	0.65217	0.47952	0.69586	0.49753	0.50599
GO:0034332	adherens junction organization	0.3567	0.69206	0.421	0.28093	0.70342	0.5565	0.23791	0.52623	0.54598	0.48593	0.50608
GO:0050686	negative regulation of mRNA processing	0.41	0.13097	0.6696	0.55064	0.50399	0.12522	0.57644	0.50823	0.53631	0.18755	0.50611
GO:1903312	negative regulation of mRNA metabolic process	0.41	0.13097	0.6696	0.55064	0.50399	0.12522	0.57644	0.50823	0.53631	0.18755	0.50611
GO:0072384	organelle transport along microtubule	0.093	0.532	0.5053	0.72462	0.27266	0.57274	0.10966	0.2467	0.50721	0.52057	0.506255
GO:0019674	NAD metabolic process	NA	0.5308	0.6555	0.6581	0.29066	0.52923	NA	0.48414	0.39926	0.43946	0.506685
GO:0098930	axonal transport	0.1432	0.53687	0.3594	0.47685	0.5389	0.63272	0.09574	0.4457	0.67422	0.68087	0.50686
GO:0050806	positive regulation of synaptic transmission	0.8006	0.49261	0.4978	0.58131	0.53768	0.35448	0.65431	0.51782	0.42344	0.42752	0.50781
GO:0032483	regulation of Rab protein signal transduction	0.2414	NA	0.3105	0.22885	0.73496	NA	0.21254	0.70528	0.87943	0.90469	0.50789
GO:1990709	presynaptic active zone organization	0.8831	0.78892	0.4975	0.51991	0.32075	0.68524	0.70207	0.23791	0.16827	0.1095	0.508705
GO:0044237	cellular metabolic process	0.7135	0.28379	0.4632	0.35347	0.45775	0.16782	0.67732	0.6697	0.70103	0.55464	0.50892
GO:0010632	regulation of epithelial cell migration	0.396	0.3035	0.5917	0.50498	0.43248	0.51302	0.41387	0.75286	0.75569	0.72803	0.509
GO:0030071	regulation of mitotic metaphase/anaphase transition	0.6183	0.30654	0.5613	0.74459	0.22754	0.36528	0.65496	0.50239	0.46681	0.5166	0.509495
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	0.6183	0.30654	0.5613	0.74459	0.22754	0.36528	0.65496	0.50239	0.46681	0.5166	0.509495
GO:0032506	cytokinetic process	0.0336	0.87704	0.4843	0.30987	0.78433	0.86979	0.53548	0.6073	0.40375	0.10063	0.50989
GO:0006171	cAMP biosynthetic process	0.3992	0.32135	0.2258	0.22591	0.63571	0.81746	0.41385	0.60633	0.99456	0.99659	0.51009
GO:0006471	protein ADP-ribosylation	0.4741	0.69807	0.2464	0.30008	0.61781	0.61914	0.44536	0.64125	0.54716	0.33875	0.51063
GO:0030382	sperm mitochondrion organization	0.5799	0.63787	0.2356	0.2648	0.51776	0.67508	0.91733	0.50351	0.39268	0.35167	0.510635
GO:0007445	determination of imaginal disc primordium	0.4018	0.24848	0.2473	0.19751	0.85911	0.61948	0.16115	0.8607	0.90317	0.93904	0.51064
GO:0035225	determination of genital disc primordium	0.4018	0.24848	0.2473	0.19751	0.85911	0.61948	0.16115	0.8607	0.90317	0.93904	0.51064
GO:0009150	purine ribonucleotide metabolic process	0.6062	0.36305	0.2021	0.03111	0.78407	0.38273	0.73711	0.41511	0.76528	0.80996	0.510655
GO:0007343	egg activation	0.7493	0.40129	0.3159	0.4289	0.48531	0.53664	0.73728	0.55483	0.83599	0.45119	0.510975
GO:0006793	phosphorus metabolic process	0.3465	0.29154	0.3901	0.42183	0.76639	0.27862	0.63341	0.91122	0.77836	0.60021	0.51102
GO:0090251	protein localization involved in establishment of planar polarity	0.6672	0.52304	0.386	0.58168	0.41744	0.4996	0.60665	0.42188	0.60533	0.27199	0.51132
GO:0030100	regulation of endocytosis	0.3609	0.24324	0.9922	0.50216	0.39264	0.58308	0.33759	0.52635	0.84481	0.52195	0.512055
GO:0051092	positive regulation of NF-kappaB transcription factor activity	0.6493	0.13087	0.5907	0.61385	0.56782	0.08588	0.62594	0.45634	0.25949	0.2856	0.51208
GO:0071310	cellular response to organic substance	0.5379	0.17159	0.2519	0.30558	0.56099	0.05002	0.48655	0.5728	0.91703	0.70837	0.512225
GO:0001666	response to hypoxia	0.5042	0.52042	0.4967	0.35342	0.73096	0.35636	0.47611	0.70886	0.87799	0.68707	0.51231
GO:0016180	snRNA processing	0.1833	0.35559	0.6013	0.60561	0.79712	0.42379	0.08789	0.78419	0.2187	0.81255	0.512545
GO:0045450	bicoid mRNA localization	0.5119	0.42351	0.5904	0.61007	0.2999	0.38058	0.51426	0.23241	0.81985	0.62602	0.51308
GO:0016062	adaptation of rhodopsin mediated signaling	0.9683	0.13121	0.4523	0.85346	0.57447	0.15571	0.91484	0.60598	0.28117	0.42813	0.513385
GO:0023058	adaptation of signaling pathway	0.9683	0.13121	0.4523	0.85346	0.57447	0.15571	0.91484	0.60598	0.28117	0.42813	0.513385
GO:0036367	light adaption	0.9683	0.13121	0.4523	0.85346	0.57447	0.15571	0.91484	0.60598	0.28117	0.42813	0.513385
GO:0048511	rhythmic process	0.44	0.66769	0.5069	0.42007	0.72636	0.52037	0.45921	0.53927	0.5294	0.49085	0.513635
GO:1901879	regulation of protein depolymerization	0.7226	0.36587	0.609	0.6345	0.44612	0.4175	0.26403	0.68384	0.5812	0.31225	0.51366
GO:0007530	sex determination	0.5572	0.33162	0.9186	0.92707	0.27205	0.74573	0.53016	0.10519	0.34807	0.49729	0.513725
GO:0060627	regulation of vesicle-mediated transport	0.1272	0.63429	0.9248	0.52711	0.50055	0.74093	0.13024	0.44491	0.53296	0.23701	0.51383
GO:0019079	viral genome replication	0.6128	0.29169	0.1953	0.20933	0.75944	0.2893	0.79093	0.49692	0.78839	0.5309	0.51391
GO:0045196	establishment or maintenance of neuroblast polarity	0.4269	0.65211	0.6456	0.32896	0.63356	0.53802	0.39323	0.40428	0.62616	0.49047	0.514245
GO:0034248	regulation of cellular amide metabolic process	0.2997	0.89476	0.6955	0.60193	0.24597	0.69062	0.23312	0.07455	0.66446	0.42707	0.5145
GO:0006461	protein complex assembly	0.2116	0.3117	0.7725	0.88369	0.56132	0.49028	0.26658	0.48151	0.59398	0.53921	0.514745
GO:0051220	cytoplasmic sequestering of protein	0.2724	0.16206	0.6507	0.72485	0.54247	0.24836	0.2668	0.4871	0.69519	0.73811	0.514785
GO:0051495	positive regulation of cytoskeleton organization	0.2448	0.07995	0.8078	0.91931	0.5576	0.26577	0.10162	0.50825	0.5397	0.5216	0.514925
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.5421	0.48834	0.3238	0.20444	0.89145	0.36716	0.39367	0.95763	0.97912	0.97863	0.51522
GO:0001736	establishment of planar polarity	0.6789	0.12983	0.5662	0.80957	0.14275	0.13305	0.4793	0.23112	0.63881	0.55127	0.515285
GO:0007164	establishment of tissue polarity	0.6789	0.12983	0.5662	0.80957	0.14275	0.13305	0.4793	0.23112	0.63881	0.55127	0.515285
GO:0000185	activation of MAPKKK activity	NA	0.83312	0.8698	0.88664	0.43307	0.54755	NA	0.48398	0.38827	0.37146	0.515765
GO:0060322	head development	0.6465	0.53381	0.6556	0.70923	0.32949	0.58046	0.42575	0.3422	0.49811	0.49341	0.51596
GO:0031058	positive regulation of histone modification	0.509	0.62903	0.1692	0.30383	0.52333	0.71361	0.41788	0.46794	0.81921	0.7742	0.516165
GO:0045840	positive regulation of mitotic nuclear division	0.3257	0.54148	0.6854	0.58496	0.59681	0.48215	0.26114	0.79329	0.49097	0.33735	0.516225
GO:0051785	positive regulation of nuclear division	0.3257	0.54148	0.6854	0.58496	0.59681	0.48215	0.26114	0.79329	0.49097	0.33735	0.516225
GO:0007378	amnioserosa formation	0.7814	0.45741	0.5395	0.49304	0.55707	0.36792	0.81453	0.55267	0.4004	0.35659	0.51627
GO:0071822	protein complex subunit organization	0.3992	0.3114	0.6365	0.7832	0.55704	0.30121	0.26506	0.51994	0.75769	0.51292	0.51643
GO:0030728	ovulation	0.3593	0.8467	0.188	0.07887	0.98797	0.84558	0.67405	0.97589	0.27196	0.03309	0.516675
GO:0034329	cell junction assembly	0.8315	0.29409	0.4549	0.73776	0.8852	0.38233	0.50826	0.91016	0.52524	0.41309	0.51675
GO:0045467	R7 cell development	0.4135	0.41293	0.4476	0.6792	0.50572	0.56486	0.52194	0.51229	0.65406	0.78462	0.517115
GO:0048149	behavioral response to ethanol	0.5901	0.57202	0.525	0.43552	0.87637	0.16784	0.45267	0.60656	0.51037	0.21112	0.517685
GO:1902115	regulation of organelle assembly	0.5198	0.24569	0.81	0.89615	0.20005	0.29469	0.51561	0.24324	0.67413	0.87841	0.517705
GO:0008053	mitochondrial fusion	0.5799	0.49488	0.1695	0.17129	0.62435	0.54067	0.78416	0.60805	0.3311	0.31855	0.517775
GO:1902914	regulation of protein polyubiquitination	0.6805	0.06232	0.4204	0.54434	0.55021	0.0642	0.70404	0.52236	0.5134	0.47964	0.51788
GO:1902916	positive regulation of protein polyubiquitination	0.6805	0.06232	0.4204	0.54434	0.55021	0.0642	0.70404	0.52236	0.5134	0.47964	0.51788
GO:0043519	regulation of myosin II filament organization	0.1397	0.6625	0.5132	0.54228	0.54348	0.53847	0.15257	0.52269	0.24511	0.33684	0.517945
GO:0002168	instar larval development	0.4751	0.17189	0.8315	0.71434	0.60854	0.12058	0.1564	0.56117	0.25146	0.76554	0.518135
GO:0010506	regulation of autophagy	0.1468	0.26837	0.6462	0.55483	0.69469	0.17456	0.39335	0.77401	0.69965	0.48279	0.51881
GO:0035152	"regulation of tube architecture, open tracheal system"	0.4961	0.60436	0.4093	0.55535	0.31025	0.57167	0.41536	0.52294	0.7366	0.51472	0.51883
GO:1903707	negative regulation of hemopoiesis	0.5409	0.16155	0.7349	0.73224	0.6174	0.40708	0.49682	0.65583	0.44513	0.24108	0.51886
GO:0031399	regulation of protein modification process	0.5909	0.08639	0.51	0.42643	0.70071	0.11997	0.60523	0.66294	0.52159	0.51622	0.518905
GO:0031060	regulation of histone methylation	0.5223	0.57782	0.3062	0.66959	0.51595	0.39848	0.5704	0.39195	0.86123	0.34687	0.519125
GO:0007542	"primary sex determination, germ-line"	0.5516	0.71865	0.2048	0.3834	0.21422	0.72922	0.57966	0.23541	0.76655	0.48707	0.519335
GO:0001655	urogenital system development	0.7389	0.40116	0.477	0.3087	0.80484	0.56238	0.57324	0.78554	0.17649	0.10255	0.51969
GO:0072001	renal system development	0.7389	0.40116	0.477	0.3087	0.80484	0.56238	0.57324	0.78554	0.17649	0.10255	0.51969
GO:0006555	methionine metabolic process	0.461	0.63821	0.5651	0.47532	0.59369	0.77141	0.30755	0.58686	0.36114	0.35726	0.52021
GO:0045116	protein neddylation	0.4523	0.23738	0.5137	0.29494	0.94809	0.30815	0.52736	0.88631	0.5286	0.56541	0.52053
GO:0006955	immune response	0.4807	0.29768	0.5608	0.95601	0.41758	0.97996	0.31198	0.22859	0.83569	0.74971	0.52075
GO:0007426	"tracheal outgrowth, open tracheal system"	0.4339	0.37307	0.3126	0.1977	0.72271	0.73016	0.27262	0.63168	0.81977	0.60768	0.52079
GO:0007623	circadian rhythm	0.394	0.66044	0.4968	0.44352	0.66589	0.50727	0.42112	0.53447	0.57746	0.56975	0.52087
GO:0009951	polarity specification of dorsal/ventral axis	NA	NA	NA	NA	NA	NA	NA	NA	0.52896	0.51294	0.52095
GO:0065001	specification of axis polarity	NA	NA	NA	NA	NA	NA	NA	NA	0.52896	0.51294	0.52095
GO:1900242	regulation of synaptic vesicle endocytosis	0.185	0.72736	0.8967	0.75036	0.53351	0.74411	0.18757	0.50043	0.50844	0.43592	0.520975
GO:1902805	positive regulation of synaptic vesicle transport	0.1475	0.66128	0.6969	0.76968	0.53351	0.67772	0.21606	0.50043	0.50844	0.43592	0.520975
GO:0070997	neuron death	0.7259	0.58143	0.436	0.46743	0.36684	0.49048	0.79841	0.38822	0.7914	0.55186	0.52117
GO:0048864	stem cell development	0.641	0.2828	0.6099	0.6194	0.56185	0.30229	0.59634	0.48075	0.22575	0.25166	0.5213
GO:0033301	cell cycle comprising mitosis without cytokinesis	0.5865	0.19464	0.1662	0.50267	0.43672	0.17037	0.73003	0.54031	0.94053	0.90792	0.52149
GO:0010970	transport along microtubule	0.3398	0.51629	0.3401	0.5871	0.52692	0.54265	0.23062	0.34894	0.66882	0.61465	0.521605
GO:0099111	microtubule-based transport	0.3398	0.51629	0.3401	0.5871	0.52692	0.54265	0.23062	0.34894	0.66882	0.61465	0.521605
GO:0098660	inorganic ion transmembrane transport	0.2661	0.52042	0.5175	0.74042	0.52281	0.28243	0.25959	0.71764	0.87617	0.85745	0.521615
GO:0007507	heart development	0.5135	0.60914	0.0366	0.05331	0.73175	0.78718	0.53113	0.89516	0.33565	0.12716	0.522315
GO:0043086	negative regulation of catalytic activity	0.8247	0.55466	0.3729	0.5098	0.37421	0.59956	0.82694	0.3068	0.2371	0.53518	0.52249
GO:0040015	negative regulation of multicellular organism growth	0.5976	0.41443	0.1585	0.58336	0.46165	0.40696	0.63372	0.34746	0.64685	0.8232	0.522505
GO:0030003	cellular cation homeostasis	0.2387	0.87646	0.5521	0.70801	0.67121	0.87423	0.21249	0.49348	0.3785	0.3582	0.52279
GO:0007270	neuron-neuron synaptic transmission	0.92	0.67318	0.0963	0.13899	0.99406	0.3575	0.86903	0.99042	0.31439	0.37294	0.52306
GO:1903532	positive regulation of secretion by cell	0.1746	0.74326	0.5845	0.57209	0.39522	0.84795	0.15925	0.43082	0.6917	0.47427	0.52318
GO:0001881	receptor recycling	0.5833	0.46439	0.7575	0.67589	NA	0.25326	0.60575	NA	0.12593	0.21958	0.523845
GO:0012501	programmed cell death	0.124	0.9838	0.3638	0.67924	0.92704	0.21692	0.08594	0.56223	0.48557	0.86781	0.5239
GO:0009083	branched-chain amino acid catabolic process	0.1625	0.34397	NA	NA	0.92594	0.16652	0.1847	0.89958	0.7403	0.70399	0.52398
GO:0006400	tRNA modification	0.673	0.18029	0.4788	0.40268	0.41543	0.25646	0.66588	0.56921	0.64152	0.62961	0.524005
GO:0051650	establishment of vesicle localization	0.1826	0.52405	0.6882	0.6593	0.52422	0.72085	0.11891	0.524	0.28089	0.35998	0.524025
GO:0048634	regulation of muscle organ development	0.4379	0.29934	0.578	0.52356	0.7407	0.74586	0.52532	0.42426	0.34002	0.52848	0.52444
GO:0009190	cyclic nucleotide biosynthetic process	0.3507	0.24311	0.2925	0.2926	0.71607	0.70252	0.36497	0.68603	0.99497	0.99726	0.5255
GO:0052652	cyclic purine nucleotide metabolic process	0.3507	0.24311	0.2925	0.2926	0.71607	0.70252	0.36497	0.68603	0.99497	0.99726	0.5255
GO:0070613	regulation of protein processing	0.5849	0.82982	0.7452	0.79239	0.2885	0.42716	0.7506	0.20748	0.4269	0.46705	0.525975
GO:1903317	regulation of protein maturation	0.5849	0.82982	0.7452	0.79239	0.2885	0.42716	0.7506	0.20748	0.4269	0.46705	0.525975
GO:2001135	regulation of endocytic recycling	0.6136	0.32326	0.5469	0.39079	0.59221	0.33552	0.52405	0.52791	0.46483	0.57352	0.52598
GO:0001933	negative regulation of protein phosphorylation	0.5262	0.26092	0.5864	0.38007	0.41801	0.21728	0.52606	0.55902	0.7483	0.70486	0.52613
GO:0042326	negative regulation of phosphorylation	0.5262	0.26092	0.5864	0.38007	0.41801	0.21728	0.52606	0.55902	0.7483	0.70486	0.52613
GO:0031347	regulation of defense response	0.5156	0.04465	0.4802	0.6728	0.53675	0.66949	0.35008	0.28307	0.67589	0.64234	0.526175
GO:0070271	protein complex biogenesis	0.1937	0.34814	0.7283	0.86228	0.58341	0.55049	0.24668	0.46304	0.58842	0.50217	0.52633
GO:0007527	adult somatic muscle development	0.2531	0.91969	0.5012	0.67297	0.55271	0.91821	0.22105	0.76513	0.19321	0.13772	0.526955
GO:0042273	ribosomal large subunit biogenesis	0.655	0.39089	0.4079	0.34043	0.62785	0.42643	0.65761	0.34971	0.75591	0.68075	0.52714
GO:0031117	positive regulation of microtubule depolymerization	0.8413	0.31233	0.5327	0.59476	NA	0.31367	0.57518	NA	0.52244	0.37531	0.52757
GO:1901881	positive regulation of protein depolymerization	0.8413	0.31233	0.5327	0.59476	NA	0.31367	0.57518	NA	0.52244	0.37531	0.52757
GO:0008258	head involution	0.2745	0.95943	0.4841	0.572	0.81679	0.90271	0.21385	0.68788	0.32735	0.27881	0.52805
GO:0007523	larval visceral muscle development	0.2737	0.06153	0.7923	0.78284	0.7937	0.10465	0.25704	0.90699	NA	NA	0.52827
GO:0002252	immune effector process	0.4332	0.64954	0.8442	0.91544	0.14668	0.40071	0.49454	0.0605	0.81742	0.5622	0.52837
GO:0035214	eye-antennal disc development	0.4151	0.47493	0.4962	0.58003	0.56061	0.57289	0.58015	0.41745	0.30679	0.62602	0.528405
GO:0009894	regulation of catabolic process	0.0456	0.17803	0.5625	0.49656	0.56138	0.27103	0.10158	0.65591	0.80756	0.76399	0.52897
GO:0042692	muscle cell differentiation	0.6959	0.5786	0.3621	0.28527	0.3896	0.5285	0.5296	0.54343	0.62671	0.41333	0.52905
GO:0007295	growth of a germarium-derived egg chamber	0.177	0.67199	0.6737	0.86831	0.53202	0.78652	0.14283	0.10583	0.52668	0.50696	0.52935
GO:0042478	regulation of eye photoreceptor cell development	0.4643	0.8079	0.4802	0.73292	0.49467	0.88065	0.56512	0.45429	0.32823	0.61891	0.529895
GO:0045314	regulation of compound eye photoreceptor development	0.4643	0.8079	0.4802	0.73292	0.49467	0.88065	0.56512	0.45429	0.32823	0.61891	0.529895
GO:0032482	Rab protein signal transduction	0.0721	0.87629	0.4504	0.23315	0.62506	0.85577	0.07442	0.35352	0.76523	0.60951	0.529955
GO:0072525	pyridine-containing compound biosynthetic process	0.1954	0.5308	0.6555	0.69855	0.6907	0.52923	0.76643	0.34036	0.29981	0.50644	0.530015
GO:0060259	regulation of feeding behavior	0.4909	0.48353	0.5607	0.18961	0.78986	0.53433	0.45318	0.5268	0.70394	0.79272	0.530565
GO:0060491	regulation of cell projection assembly	0.7295	0.3662	0.6815	0.51352	0.5495	0.50823	0.63124	0.58597	0.29227	0.16275	0.53151
GO:0000422	mitophagy	0.6596	0.37275	0.4398	0.52825	0.53528	0.10315	0.55481	0.54729	0.68377	0.39504	0.531765
GO:0061726	mitochondrion disassembly	0.6596	0.37275	0.4398	0.52825	0.53528	0.10315	0.55481	0.54729	0.68377	0.39504	0.531765
GO:0048878	chemical homeostasis	0.6212	0.49467	0.845	0.77982	0.57062	0.35862	0.36728	0.72503	0.18168	0.07393	0.532645
GO:0042745	circadian sleep/wake cycle	0.38	0.93736	0.6132	0.37526	0.69569	0.77221	0.35602	0.78887	0.34616	0.45256	0.53288
GO:0009126	purine nucleoside monophosphate metabolic process	0.8121	0.1987	0.2047	0.40134	0.7056	0.25878	0.92857	0.39185	0.66525	0.67638	0.533295
GO:0009167	purine ribonucleoside monophosphate metabolic process	0.8121	0.1987	0.2047	0.40134	0.7056	0.25878	0.92857	0.39185	0.66525	0.67638	0.533295
GO:0002011	morphogenesis of an epithelial sheet	0.7106	0.6937	0.6703	0.69751	0.29604	0.39727	0.66935	0.24537	0.20104	0.3445	0.53331
GO:0002768	immune response-regulating cell surface receptor signaling pathway	0.727	0.30574	0.8181	0.67472	0.54725	0.27357	0.74721	0.51959	0.5014	0.26271	0.53342
GO:0061013	regulation of mRNA catabolic process	0.0727	0.55299	0.3852	0.47206	0.64005	0.56626	0.09453	0.86337	0.51484	0.56319	0.533915
GO:0061014	positive regulation of mRNA catabolic process	0.0727	0.55299	0.3852	0.47206	0.64005	0.56626	0.09453	0.86337	0.51484	0.56319	0.533915
GO:1903313	positive regulation of mRNA metabolic process	0.0727	0.55299	0.3852	0.47206	0.64005	0.56626	0.09453	0.86337	0.51484	0.56319	0.533915
GO:0042062	long-term strengthening of neuromuscular junction	0.9761	0.58099	0.6131	0.66032	0.43079	0.48706	0.71295	0.39789	0.42467	0.45128	0.534025
GO:0014013	regulation of gliogenesis	0.3991	0.51994	0.6765	0.72951	0.66062	0.17923	0.29077	0.58378	0.54832	0.32361	0.53413
GO:0060251	regulation of glial cell proliferation	0.3991	0.51994	0.6765	0.72951	0.66062	0.17923	0.29077	0.58378	0.54832	0.32361	0.53413
GO:0031047	gene silencing by RNA	0.4911	0.51341	0.1801	0.22616	0.55496	0.29703	0.57881	0.65822	0.90774	0.75661	0.534185
GO:0009584	detection of visible light	0.9321	0.22288	0.3626	0.5551	0.66854	0.38653	0.45349	0.69542	0.51384	0.56414	0.53447
GO:0030534	adult behavior	0.7216	0.8751	0.4599	0.77047	0.89044	0.54738	0.52159	0.44385	0.50103	0.34361	0.534485
GO:0035092	sperm chromatin condensation	0.4735	0.60316	0.2236	0.53467	0.07672	0.53796	0.53501	0.06117	0.75152	0.73676	0.53484
GO:0021955	central nervous system neuron axonogenesis	0.3057	0.81189	0.8018	0.62168	0.34687	0.52135	0.2568	0.24427	0.54891	0.60547	0.53513
GO:1903530	regulation of secretion by cell	0.3713	0.7687	0.6574	0.59614	0.44898	0.8406	0.23037	0.44738	0.49028	0.58001	0.535145
GO:0009991	response to extracellular stimulus	0.4268	0.35735	0.1803	0.93177	0.75958	0.38538	0.51796	0.64418	0.59103	0.55251	0.535235
GO:0006873	cellular ion homeostasis	0.3189	0.90062	0.5096	0.70775	0.70608	0.88946	0.28504	0.56117	0.35362	0.32554	0.535385
