### GO term enrichment for convergent genes in reproductive tract samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTms_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0044272	sulfur compound biosynthetic process	0.27603	0.5536	0.45127	0.41069	0.42431	0.41924	0.4858	0.66978	0.503	0.23565	0.43779
GO:0008033	tRNA processing	0.6628	0.2952	0.47992	0.41183	0.64096	0.46663	0.46462	0.27192	0.3074	0.14797	0.438225
GO:0035044	sperm aster formation	0.40078	NA	0.42916	NA	0.30572	0.44774	NA	NA	0.6546	0.66645	0.43845
GO:0051058	negative regulation of small GTPase mediated signal transduction	0.11329	0.3673	0.80725	0.43891	0.09488	0.6636	0.97679	0.2703	0.4386	0.65936	0.438755
GO:0015742	alpha-ketoglutarate transport	0.25351	0.4924	NA	0.43896	0.27974	NA	0.43946	0.4857	NA	NA	0.43921
GO:0071822	protein complex subunit organization	0.48201	0.2774	0.29185	0.87557	0.5196	0.23458	0.91245	0.41886	0.3165	0.46113	0.439995
GO:0006805	xenobiotic metabolic process	0.3226	0.2449	0.50967	0.49766	0.23285	0.90334	0.70522	0.27273	0.3828	0.61428	0.44023
GO:0009410	response to xenobiotic stimulus	0.3226	0.2449	0.50967	0.49766	0.23285	0.90334	0.70522	0.27273	0.3828	0.61428	0.44023
GO:0071466	cellular response to xenobiotic stimulus	0.3226	0.2449	0.50967	0.49766	0.23285	0.90334	0.70522	0.27273	0.3828	0.61428	0.44023
GO:0030010	establishment of cell polarity	0.59041	0.3289	0.79985	0.37412	0.34578	0.71177	0.50686	0.23769	0.3713	0.64153	0.44049
GO:0035601	protein deacylation	0.32149	0.8444	0.33264	0.85299	0.54843	0.26684	0.76688	0.80034	0.2029	0.32149	0.440535
GO:0098732	macromolecule deacylation	0.32149	0.8444	0.33264	0.85299	0.54843	0.26684	0.76688	0.80034	0.2029	0.32149	0.440535
GO:0019220	regulation of phosphate metabolic process	0.68052	0.1021	0.39449	0.30874	0.48666	0.36576	0.59077	0.26568	0.7162	0.55421	0.440575
GO:0051174	regulation of phosphorus metabolic process	0.68052	0.1021	0.39449	0.30874	0.48666	0.36576	0.59077	0.26568	0.7162	0.55421	0.440575
GO:0030855	epithelial cell differentiation	0.48988	0.493	0.07977	0.40714	0.49155	0.03345	0.40306	0.47454	0.1546	0.56248	0.44084
GO:0035214	eye-antennal disc development	0.52897	0.2796	0.4622	0.16441	0.54203	0.62253	0.06967	0.52258	0.4206	0.42005	0.4414
GO:0010883	regulation of lipid storage	0.38582	0.4911	0.1343	0.49931	0.49652	0.10501	0.53969	0.65295	0.3527	0.39253	0.441815
GO:0046621	negative regulation of organ growth	0.34656	0.1588	0.39928	0.75908	0.08685	0.48446	0.78719	0.18904	0.8265	0.72028	0.44187
GO:0030716	oocyte fate determination	0.14671	0.3605	0.08249	0.58752	0.30949	0.08224	0.5572	0.52333	0.7347	0.66562	0.441915
GO:0006637	acyl-CoA metabolic process	0.26783	0.5251	0.25883	0.15063	0.4611	0.19164	0.4372	0.62617	0.6843	0.44689	0.442045
GO:0035383	thioester metabolic process	0.26783	0.5251	0.25883	0.15063	0.4611	0.19164	0.4372	0.62617	0.6843	0.44689	0.442045
GO:0031050	dsRNA fragmentation	0.20361	0.2616	0.17615	0.87808	0.22113	0.13597	0.89702	0.81772	0.6238	0.62252	0.44206
GO:0043331	response to dsRNA	0.20361	0.2616	0.17615	0.87808	0.22113	0.13597	0.89702	0.81772	0.6238	0.62252	0.44206
GO:0070918	production of small RNA involved in gene silencing by RNA	0.20361	0.2616	0.17615	0.87808	0.22113	0.13597	0.89702	0.81772	0.6238	0.62252	0.44206
GO:0071359	cellular response to dsRNA	0.20361	0.2616	0.17615	0.87808	0.22113	0.13597	0.89702	0.81772	0.6238	0.62252	0.44206
GO:0001894	tissue homeostasis	0.16055	0.4143	0.18491	0.73261	0.2613	0.2389	0.92628	0.46995	0.5343	0.4913	0.442125
GO:0006356	regulation of transcription from RNA polymerase I promoter	0.35056	0.1473	0.58831	0.66821	0.30772	0.47655	0.59353	0.1649	0.408	0.48983	0.442275
GO:0006099	tricarboxylic acid cycle	0.47499	0.3712	0.0467	0.44392	0.43845	0.05426	0.60652	0.44084	0.878	0.89137	0.44238
GO:0098927	vesicle-mediated transport between endosomal compartments	NA	NA	NA	0.46245	NA	NA	0.42239	NA	NA	NA	0.44242
GO:0018027	peptidyl-lysine dimethylation	0.30023	0.7118	0.09628	0.58472	0.28437	0.08124	0.79609	0.88789	0.6339	0.24511	0.442475
GO:1901566	organonitrogen compound biosynthetic process	0.57711	0.4098	0.47436	0.51481	0.62357	0.29991	0.41162	0.73874	0.1114	0.22633	0.44299
GO:0035626	juvenile hormone mediated signaling pathway	0.8385	0.2834	0.15359	0.64482	0.73712	0.35764	0.90121	0.44955	0.3802	0.43664	0.443095
GO:0015693	magnesium ion transport	NA	0.7014	NA	NA	NA	NA	NA	0.76681	0.1351	0.18499	0.443195
GO:0008355	olfactory learning	0.74055	0.8287	0.26832	0.46094	0.71453	0.13216	0.42584	0.87895	0.2425	0.23796	0.44339
GO:1990778	protein localization to cell periphery	0.48428	0.3408	0.13506	0.45302	0.66238	0.16625	0.62954	0.27881	0.4341	0.57544	0.44356
GO:0070828	heterochromatin organization	0.29102	0.447	0.342	0.61097	0.27306	0.44016	0.79272	0.76051	0.66	0.39865	0.44358
GO:0045773	positive regulation of axon extension	0.5791	0.3139	0.4434	0.41242	0.51305	0.44401	0.35942	0.47264	0.5893	0.36298	0.443705
GO:0001709	cell fate determination	0.37309	0.3565	0.20418	0.4462	0.4416	0.27354	0.6852	0.46708	0.5902	0.53223	0.4439
GO:0046879	hormone secretion	0.47949	0.2457	0.37569	0.43346	0.45487	0.63921	0.33337	0.31237	0.7004	0.74014	0.444165
GO:0046883	regulation of hormone secretion	0.47949	0.2457	0.37569	0.43346	0.45487	0.63921	0.33337	0.31237	0.7004	0.74014	0.444165
GO:2001235	positive regulation of apoptotic signaling pathway	0.2822	0.5063	0.3921	0.52474	0.068	0.3553	0.61481	0.3739	0.6124	0.49679	0.444445
GO:0036099	female germ-line stem cell population maintenance	0.36047	0.3319	0.61395	0.45488	0.2403	0.21612	0.67664	0.43498	0.7323	0.72472	0.44493
GO:0031123	RNA 3'-end processing	0.51856	0.2581	0.33533	0.57214	0.63435	0.09867	0.90631	0.37234	0.5252	0.29474	0.44545
GO:0035112	genitalia morphogenesis	0.47151	0.7889	0.33134	0.21548	0.47991	0.36957	0.32152	0.56592	0.4197	0.56283	0.445605
GO:0045216	cell-cell junction organization	0.30928	0.7622	0.10694	0.61601	0.29435	0.14798	0.3014	0.58298	0.5922	0.63994	0.44613
GO:0042493	response to drug	0.51915	0.2583	0.37358	0.5473	0.30872	0.34869	0.5691	0.26698	0.6131	0.71583	0.446365
GO:0008589	regulation of smoothened signaling pathway	0.34242	0.8003	0.46904	0.21158	0.21887	0.45766	0.20408	0.85075	0.5403	0.43651	0.447085
GO:0000904	cell morphogenesis involved in differentiation	0.12678	0.4476	0.44725	0.38801	0.37764	0.71551	0.65525	0.46031	0.3885	0.56868	0.447425
GO:0043062	extracellular structure organization	0.45199	0.901	0.44286	0.66853	0.38842	0.32429	0.83372	0.59963	0.3943	0.15237	0.447425
GO:1901605	alpha-amino acid metabolic process	0.29351	0.4781	0.42639	0.76789	0.3295	0.63276	0.80762	0.46933	0.2847	0.19014	0.44786
GO:1903046	meiotic cell cycle process	0.0736	0.6863	0.36194	0.09148	0.20414	0.39	0.51065	0.56698	0.5451	0.50736	0.44868
GO:0090176	microtubule cytoskeleton organization involved in establishment of planar polarity	0.89945	0.2524	0.71	0.44052	0.68489	0.69479	0.1417	0.27228	0.4255	0.45709	0.448805
GO:0070593	dendrite self-avoidance	0.44058	0.5256	0.24173	0.45721	0.41443	0.20481	0.43718	0.55917	0.7453	0.60836	0.448895
GO:0009411	response to UV	0.94077	0.1813	0.5286	0.33166	0.48117	0.41724	0.27469	0.27527	0.5153	0.71685	0.449205
GO:0015980	energy derivation by oxidation of organic compounds	0.10317	0.6376	0.40815	0.14195	0.06475	0.32506	0.59493	0.49047	0.7129	0.60956	0.44931
GO:0034330	cell junction organization	0.3327	0.7254	0.08879	0.6183	0.24009	0.14111	0.35976	0.5732	0.539	0.58671	0.44938
GO:0034587	piRNA metabolic process	0.37218	0.4412	0.02234	0.94528	0.31503	0.24797	0.93223	0.73361	0.4579	0.70903	0.44955
GO:1902578	single-organism localization	0.48177	0.6631	0.20829	0.41759	0.49459	0.16098	0.48155	0.58329	0.274	0.34347	0.44957
GO:0030859	polarized epithelial cell differentiation	0.8793	0.424	0.79749	0.42878	0.53541	0.77774	0.25597	0.46137	0.438	0.43407	0.449685
GO:0006348	chromatin silencing at telomere	0.46734	0.4324	0.42709	0.86619	0.35332	0.24686	0.9088	0.965	0.7141	0.38808	0.44987
GO:0008284	positive regulation of cell proliferation	0.57651	0.5149	0.38716	0.26392	0.67873	0.36786	0.33133	0.55396	0.3325	0.5131	0.45013
GO:0046426	negative regulation of JAK-STAT cascade	0.40145	0.3659	0.93107	0.39975	0.49376	0.96757	0.40655	0.34952	0.6207	0.82771	0.450155
GO:1904893	negative regulation of STAT cascade	0.40145	0.3659	0.93107	0.39975	0.49376	0.96757	0.40655	0.34952	0.6207	0.82771	0.450155
GO:0000965	mitochondrial RNA 3'-end processing	NA	NA	0.38068	NA	NA	0.39779	NA	NA	0.5497	0.50344	0.450615
GO:0090615	mitochondrial mRNA processing	NA	NA	0.38068	NA	NA	0.39779	NA	NA	0.5497	0.50344	0.450615
GO:0090616	mitochondrial mRNA 3'-end processing	NA	NA	0.38068	NA	NA	0.39779	NA	NA	0.5497	0.50344	0.450615
GO:0097222	mitochondrial mRNA polyadenylation	NA	NA	0.38068	NA	NA	0.39779	NA	NA	0.5497	0.50344	0.450615
GO:0007473	wing disc proximal/distal pattern formation	NA	0.163	0.96298	0.38666	NA	0.95405	0.6367	0.16252	0.4356	0.46641	0.451005
GO:0032984	macromolecular complex disassembly	0.27838	0.2509	0.48422	0.67922	0.25372	0.4186	0.63564	0.18538	0.7693	0.79795	0.45141
GO:0048513	animal organ development	0.67269	0.273	0.11061	0.45137	0.55733	0.11899	0.09646	0.45244	0.6104	0.52713	0.451905
GO:0002812	biosynthetic process of antibacterial peptides active against Gram-negative bacteria	0.4534	0.8392	0.45071	0.54211	0.48581	0.39379	0.22786	0.8325	0.386	0.29721	0.452055
GO:0002813	regulation of biosynthetic process of antibacterial peptides active against Gram-negative bacteria	0.4534	0.8392	0.45071	0.54211	0.48581	0.39379	0.22786	0.8325	0.386	0.29721	0.452055
GO:0043052	thermotaxis	0.42316	0.46	0.16117	0.48165	0.4442	0.15044	0.51728	0.94302	0.1874	0.64459	0.4521
GO:0060322	head development	0.43374	0.6384	0.33451	0.50538	0.67053	0.19668	0.44042	0.82981	0.4646	0.36669	0.45251
GO:0009187	cyclic nucleotide metabolic process	0.49714	0.5797	0.37525	0.34088	0.40869	0.40722	0.312	0.54479	0.6091	0.55483	0.452915
GO:0000413	protein peptidyl-prolyl isomerization	0.45581	0.5488	0.41663	0.58949	0.39837	0.45198	0.55998	0.70355	0.4352	0.1665	0.453895
GO:0065003	macromolecular complex assembly	0.55384	0.1984	0.34092	0.55717	0.23675	0.35516	0.62718	0.59012	0.1137	0.57372	0.4545
GO:0002183	cytoplasmic translational initiation	0.07425	0.346	0.72511	0.47319	0.14935	0.64632	0.55648	0.43696	0.4072	0.53352	0.455075
GO:0046434	organophosphate catabolic process	0.54443	0.2233	0.5193	0.16563	0.43767	0.47316	0.18988	0.20856	0.9299	0.77626	0.455415
GO:1990542	mitochondrial transmembrane transport	0.51213	0.4158	0.56878	0.4713	0.62249	0.65339	0.36321	0.40128	0.4402	0.16003	0.45575
GO:1901701	cellular response to oxygen-containing compound	0.10696	0.6337	0.33357	0.52086	0.15955	0.31619	0.43819	0.55652	0.5985	0.47376	0.455975
GO:0045924	regulation of female receptivity	0.73995	0.4227	0.34565	0.45664	0.59809	0.34285	0.45537	0.75831	0.4083	0.89897	0.456005
GO:0048142	germarium-derived cystoblast division	0.53305	0.0549	0.55276	0.69469	0.62545	0.29789	0.8861	0.07688	0.1169	0.37916	0.456105
GO:0040001	establishment of mitotic spindle localization	0.19692	0.3323	0.78697	0.92946	0.17987	0.57755	0.93118	0.212	0.4421	0.47019	0.456145
GO:0051297	centrosome organization	0.56566	0.7835	0.02064	0.04717	0.65684	0.3488	0.77105	0.88115	0.0828	0.1137	0.45723
GO:0097734	extracellular exosome biogenesis	0.55821	0.384	0.20839	0.53056	0.31872	0.33875	0.68885	0.3841	0.7821	0.69609	0.45733
GO:1990182	exosomal secretion	0.55821	0.384	0.20839	0.53056	0.31872	0.33875	0.68885	0.3841	0.7821	0.69609	0.45733
GO:1902532	negative regulation of intracellular signal transduction	0.27766	0.5987	0.47573	0.22677	0.43961	0.41177	0.58711	0.40543	0.4764	0.91055	0.45767
GO:0051963	regulation of synapse assembly	0.32015	0.9362	0.13138	0.67672	0.46364	0.28872	0.85856	0.76074	0.3608	0.45196	0.4578
GO:0044802	single-organism membrane organization	0.63566	0.1328	0.23894	0.25154	0.74148	0.62724	0.57769	0.06555	0.493	0.42285	0.457925
GO:0045666	positive regulation of neuron differentiation	0.2409	0.4442	0.02446	0.793	0.47189	0.11956	0.79348	0.53567	0.5399	0.31556	0.458045
GO:0012501	programmed cell death	0.07213	0.8224	0.05239	0.504	0.4677	0.08033	0.56004	0.88836	0.449	0.27118	0.45835
GO:0051603	proteolysis involved in cellular protein catabolic process	0.02599	0.3806	0.62277	0.79958	0.04539	0.39537	0.78443	0.28833	0.5219	0.53472	0.458635
GO:0008272	sulfate transport	0.53507	0.4784	0.00951	0.44706	0.59334	0.00961	0.41222	0.47088	0.4255	0.6766	0.45897
GO:0006508	proteolysis	0.17345	0.8031	0.42795	0.85344	0.21731	0.45695	0.80542	0.25012	0.8178	0.46111	0.45903
GO:0007218	neuropeptide signaling pathway	NA	0.4644	0.79262	NA	NA	0.81394	NA	0.43275	0.4538	0.42654	0.4591
GO:0048138	germ-line cyst encapsulation	0.29863	0.8075	0.82782	0.26357	0.17398	0.76233	0.4568	0.4968	0.4615	0.40803	0.45915
GO:0015908	fatty acid transport	0.41861	0.4665	0.45203	0.33699	0.39507	0.44326	0.72848	0.4663	0.7662	0.88368	0.459165
GO:0006259	DNA metabolic process	0.36279	0.5556	0.29831	0.62093	0.8876	0.29759	0.65513	0.804	0.1677	0.31295	0.459195
GO:0006101	citrate metabolic process	0.47499	0.4437	0.0467	0.40977	0.43845	0.05426	0.56629	0.51567	0.8754	0.89137	0.459345
GO:0072350	tricarboxylic acid metabolic process	0.47499	0.4437	0.0467	0.40977	0.43845	0.05426	0.56629	0.51567	0.8754	0.89137	0.459345
GO:0046344	ecdysteroid catabolic process	0.89394	0.4587	0.08934	0.23547	0.8829	0.07988	0.24074	0.46025	0.5667	0.59388	0.459475
GO:0006643	membrane lipid metabolic process	0.47889	0.5385	0.30811	0.24686	0.91683	0.29044	0.19818	0.66125	0.6412	0.44033	0.45961
GO:0046854	phosphatidylinositol phosphorylation	0.57276	0.3305	0.63176	0.46046	0.45922	0.57667	0.45012	0.34834	0.5492	0.25125	0.45984
GO:0009648	photoperiodism	0.35146	0.239	0.58633	0.32686	0.46976	0.85169	0.45042	0.36075	0.9517	0.9294	0.46009
GO:0055065	metal ion homeostasis	0.29703	0.442	0.74399	0.34624	0.32868	0.47084	0.46353	0.47043	0.4572	0.56393	0.460365
GO:0031349	positive regulation of defense response	0.35738	0.8327	0.51621	0.87871	0.28666	0.40488	0.65686	0.72578	0.1837	0.36802	0.460545
GO:0051053	negative regulation of DNA metabolic process	0.27915	0.7245	0.3759	0.48305	0.30274	0.10661	0.43875	0.67731	0.6057	0.69346	0.4609
GO:0046887	positive regulation of hormone secretion	0.65012	0.3561	0.32018	0.4174	0.6072	0.50448	0.37855	0.36591	0.6402	0.62418	0.46094
GO:1903078	positive regulation of protein localization to plasma membrane	0.30239	0.3041	0.36532	0.75679	0.31839	0.55144	0.78041	0.37061	0.9718	0.97586	0.461025
GO:1904377	positive regulation of protein localization to cell periphery	0.30239	0.3041	0.36532	0.75679	0.31839	0.55144	0.78041	0.37061	0.9718	0.97586	0.461025
GO:1905477	positive regulation of protein localization to membrane	0.30239	0.3041	0.36532	0.75679	0.31839	0.55144	0.78041	0.37061	0.9718	0.97586	0.461025
GO:0045176	apical protein localization	0.63166	0.5974	0.56174	0.08571	0.48284	0.43963	0.05584	0.49044	0.3787	0.17221	0.461235
GO:0044088	regulation of vacuole organization	0.5291	0.8294	0.10135	0.13492	0.42115	0.11138	0.39589	0.6096	0.5015	0.51166	0.461325
GO:0044090	positive regulation of vacuole organization	0.5291	0.8294	0.10135	0.13492	0.42115	0.11138	0.39589	0.6096	0.5015	0.51166	0.461325
GO:1901096	regulation of autophagosome maturation	0.5291	0.8294	0.10135	0.13492	0.42115	0.11138	0.39589	0.6096	0.5015	0.51166	0.461325
GO:1901098	positive regulation of autophagosome maturation	0.5291	0.8294	0.10135	0.13492	0.42115	0.11138	0.39589	0.6096	0.5015	0.51166	0.461325
GO:2001228	regulation of response to gamma radiation	0.78722	0.4409	0.27528	0.95672	0.48202	0.28582	0.97581	0.88968	0.1668	0.21383	0.46146
GO:2001229	negative regulation of response to gamma radiation	0.78722	0.4409	0.27528	0.95672	0.48202	0.28582	0.97581	0.88968	0.1668	0.21383	0.46146
GO:0007431	salivary gland development	0.18153	0.7138	0.03981	0.60238	0.24273	0.02949	0.42458	0.58392	0.5577	0.49862	0.4616
GO:0035272	exocrine system development	0.18153	0.7138	0.03981	0.60238	0.24273	0.02949	0.42458	0.58392	0.5577	0.49862	0.4616
GO:0045088	regulation of innate immune response	0.4425	0.6736	0.62421	0.3106	0.70251	0.47555	0.22565	0.51294	0.4477	0.44036	0.461625
GO:0000266	mitochondrial fission	0.43824	0.4632	0.38037	0.75469	0.46026	0.67679	0.74466	0.20678	0.6092	0.38756	0.46173
GO:0006821	chloride transport	0.58145	0.434	0.71102	0.12001	0.57603	0.71297	0.16605	0.48957	0.0826	0.09411	0.461785
GO:0035070	salivary gland histolysis	0.21733	0.8339	0.08519	0.91352	0.30613	0.19814	0.26671	0.91932	0.7988	0.6176	0.461865
GO:0044257	cellular protein catabolic process	0.0324	0.425	0.59413	0.78891	0.05555	0.42951	0.8022	0.32417	0.4956	0.5137	0.462555
GO:0030536	larval feeding behavior	0.81835	0.3235	0.2688	0.35547	0.79528	0.34281	0.69835	0.33853	0.5697	0.5791	0.462585
GO:0098661	inorganic anion transmembrane transport	0.44872	0.3024	0.6117	0.46476	0.45825	0.57335	0.46042	0.28858	0.6699	0.62629	0.46259
GO:0046058	cAMP metabolic process	0.53322	0.6983	0.47898	0.41474	0.44703	0.49136	0.38577	0.66678	0.3663	0.32868	0.463005
GO:0045466	R7 cell differentiation	0.40337	0.2837	0.64113	0.6511	0.29382	0.70249	0.90392	0.36653	0.2197	0.52325	0.46331
GO:0030513	positive regulation of BMP signaling pathway	0.43551	0.4146	NA	0.8645	0.49416	NA	0.84074	0.41306	0.3887	0.49153	0.46352
GO:0002768	immune response-regulating cell surface receptor signaling pathway	0.4161	0.7801	0.72515	0.41728	0.50987	0.78328	0.36168	0.80195	0.3735	0.11046	0.463575
GO:0048668	collateral sprouting	0.40181	0.7438	0.02228	0.31961	0.52559	0.10659	0.25069	0.7412	0.6239	0.6341	0.4637
GO:0048674	collateral sprouting of injured axon	0.40181	0.7438	0.02228	0.31961	0.52559	0.10659	0.25069	0.7412	0.6239	0.6341	0.4637
GO:2001233	regulation of apoptotic signaling pathway	0.44761	0.5539	0.45747	0.35056	0.27335	0.4702	0.17886	0.63832	0.5039	0.51785	0.463835
GO:0032024	positive regulation of insulin secretion	0.66265	0.3031	0.14935	0.57521	0.54082	0.46635	0.74441	0.33648	0.3674	0.46142	0.463885
GO:0032954	regulation of cytokinetic process	0.49714	0.6457	0.12807	0.55639	0.43068	0.12112	0.55256	0.67618	0.1664	0.3266	0.46391
GO:2000637	positive regulation of gene silencing by miRNA	NA	NA	NA	NA	NA	NA	NA	NA	0.7384	0.19004	0.46422
GO:0018208	peptidyl-proline modification	0.45581	0.607	0.47369	0.64974	0.39837	0.38644	0.61939	0.77127	0.3272	0.10647	0.46475
GO:0016321	female meiosis chromosome segregation	0.39749	0.8958	0.50854	0.2214	0.61801	0.46536	0.18432	0.92092	0.4643	0.46175	0.46483
GO:0072521	purine-containing compound metabolic process	0.2984	0.8471	0.43088	0.52086	0.50798	0.41209	0.99952	0.49906	0.4307	0.38902	0.46497
GO:0033043	regulation of organelle organization	0.32225	0.4738	0.58669	0.93002	0.43369	0.15382	0.81791	0.45016	0.4567	0.79598	0.46525
GO:0001112	DNA-templated transcriptional open complex formation	0.92281	0.3958	0.73665	0.43511	0.80456	0.69355	0.40083	0.49778	0.4315	0.33779	0.466445
GO:0001113	transcriptional open complex formation at RNA polymerase II promoter	0.92281	0.3958	0.73665	0.43511	0.80456	0.69355	0.40083	0.49778	0.4315	0.33779	0.466445
GO:0001120	protein-DNA complex remodeling	0.92281	0.3958	0.73665	0.43511	0.80456	0.69355	0.40083	0.49778	0.4315	0.33779	0.466445
GO:0034367	macromolecular complex remodeling	0.92281	0.3958	0.73665	0.43511	0.80456	0.69355	0.40083	0.49778	0.4315	0.33779	0.466445
GO:0009129	pyrimidine nucleoside monophosphate metabolic process	NA	NA	NA	NA	NA	NA	NA	NA	0.6941	0.23946	0.46678
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	NA	NA	NA	NA	NA	NA	NA	NA	0.6941	0.23946	0.46678
GO:0051048	negative regulation of secretion	0.22145	0.7484	0.87969	0.41306	0.32038	0.8419	0.61831	0.52051	0.2266	0.33052	0.466785
GO:0071577	zinc II ion transmembrane transport	NA	NA	0.32471	0.5936	NA	0.34014	0.59491	NA	NA	NA	0.46687
GO:0030705	cytoskeleton-dependent intracellular transport	0.47176	0.7777	0.22724	0.85451	0.46203	0.26247	0.93858	0.87653	0.3762	0.21326	0.466895
GO:0051028	mRNA transport	0.14271	0.8357	0.56461	0.51215	0.26919	0.77726	0.36257	0.87871	0.4222	0.26662	0.467175
GO:0016080	synaptic vesicle targeting	0.15769	0.1964	0.53395	0.47021	0.14248	0.52112	0.46495	0.45225	0.5017	0.51227	0.46758
GO:0048634	regulation of muscle organ development	0.46772	0.4336	0.57333	NA	0.52722	0.94006	NA	0.46953	0.3501	0.32093	0.468625
GO:0031112	positive regulation of microtubule polymerization or depolymerization	0.46098	0.3992	0.56722	NA	0.47665	0.57828	NA	0.29465	0.382	0.61183	0.468815
GO:0043408	regulation of MAPK cascade	0.56252	0.3047	0.3069	0.42786	0.43825	0.42794	0.54681	0.6229	0.4997	0.51816	0.468975
GO:0048640	negative regulation of developmental growth	0.48562	0.4533	0.42288	0.77983	0.30571	0.39201	0.95703	0.35155	0.7117	0.63008	0.46946
GO:0006531	aspartate metabolic process	NA	NA	0.69614	NA	NA	0.70842	NA	NA	0.2428	0.21332	0.46947
GO:0033363	secretory granule organization	0.48309	0.2101	0.41294	0.51093	0.48252	0.6189	0.7028	0.097	0.1041	0.4571	0.46981
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	0.49401	0.2834	0.12211	0.75042	0.64644	0.09956	0.40929	0.50072	0.8604	0.44587	0.46994
GO:0019856	pyrimidine nucleobase biosynthetic process	0.49401	0.2834	0.12211	0.75042	0.64644	0.09956	0.40929	0.50072	0.8604	0.44587	0.46994
GO:0009649	entrainment of circadian clock	0.23551	0.0614	0.51927	0.45315	0.30469	0.75175	0.48794	0.08196	0.9341	0.90416	0.470545
GO:0035094	response to nicotine	0.31496	0.1583	0.38382	0.74096	0.33502	0.55921	0.71728	0.15297	0.7936	0.79565	0.471515
GO:0030148	sphingolipid biosynthetic process	0.96546	0.4234	0.0882	0.73344	0.9792	0.08764	0.68428	0.51973	0.2847	0.35279	0.471565
GO:1901019	regulation of calcium ion transmembrane transporter activity	0.46994	0.7733	0.02803	0.45153	0.47338	0.03138	0.4705	0.90521	0.7099	0.74465	0.47194
GO:1901021	positive regulation of calcium ion transmembrane transporter activity	0.46994	0.5517	0.02803	0.45153	0.47338	0.03138	0.4705	0.51432	0.7099	0.74465	0.47194
GO:1901894	regulation of calcium-transporting ATPase activity	0.46994	0.5517	0.02803	0.45153	0.47338	0.03138	0.4705	0.51432	0.7099	0.74465	0.47194
GO:1901896	positive regulation of calcium-transporting ATPase activity	0.46994	0.5517	0.02803	0.45153	0.47338	0.03138	0.4705	0.51432	0.7099	0.74465	0.47194
GO:1903169	regulation of calcium ion transmembrane transport	0.46994	0.7733	0.02803	0.45153	0.47338	0.03138	0.4705	0.90521	0.7099	0.74465	0.47194
GO:1904427	positive regulation of calcium ion transmembrane transport	0.46994	0.5517	0.02803	0.45153	0.47338	0.03138	0.4705	0.51432	0.7099	0.74465	0.47194
GO:0016183	synaptic vesicle coating	0.53222	0.0711	0.33359	0.86643	0.56782	0.31008	0.73649	0.07849	0.5714	0.41228	0.47225
GO:0035148	tube formation	0.43149	0.5132	0.25237	0.29922	0.56644	0.18107	0.55573	0.41449	0.7877	0.77441	0.472345
GO:0035308	negative regulation of protein dephosphorylation	0.56645	0.2376	0.67328	0.49107	0.64575	0.67196	0.45447	0.24085	0.1868	0.262	0.47277
GO:0031331	positive regulation of cellular catabolic process	0.01741	0.9946	0.17465	0.38592	0.02426	0.06299	0.56027	0.96672	0.8068	0.9032	0.473095
GO:0006471	protein ADP-ribosylation	0.34825	0.4856	0.51952	0.58404	0.5547	0.62225	0.4622	0.36361	0.2499	0.26187	0.4739
GO:0046889	positive regulation of lipid biosynthetic process	0.53215	0.1887	0.55144	0.90864	0.55721	0.25955	0.77233	0.41578	0.013	0.04713	0.473965
GO:0040009	regulation of growth rate	0.09646	0.7207	0.4858	0.91899	0.1256	0.45045	0.90628	0.64525	0.4626	0.38475	0.4742
GO:0046580	negative regulation of Ras protein signal transduction	0.13657	0.4032	0.83241	0.47641	0.11566	0.54481	0.99211	0.31212	0.4738	0.55747	0.475105
GO:0098930	axonal transport	0.24091	0.6343	0.05213	0.82768	0.42953	0.13512	0.85698	0.63213	0.5207	0.16337	0.475115
GO:0085029	extracellular matrix assembly	0.53941	0.2504	0.615	0.07098	0.64123	0.60211	0.07384	0.23477	0.4814	0.4691	0.47525
GO:0000209	protein polyubiquitination	0.25861	0.7929	0.26844	0.78613	0.30162	0.24185	0.79316	0.81468	0.6053	0.34597	0.475635
GO:0032483	regulation of Rab protein signal transduction	NA	0.5206	0.93387	NA	NA	0.9379	NA	0.43139	0.4301	0.42061	0.475995
GO:0034332	adherens junction organization	0.1984	0.2308	0.67407	0.45895	0.10618	0.49918	0.49392	0.38407	0.6379	0.62439	0.476435
