### Enriched GO terms for convergently expressed genes in leg samples
# GO.ID = GO term ID
# Term = GO term description
# GSEA = Gene set enrichment analysis p-value 
GO.ID	Term	GSEA
GO:0045167	asymmetric protein localization involved in cell fate determination	0.3773
GO:0007010	cytoskeleton organization	0.3773
GO:0061162	establishment of monopolar cell polarity	0.3775
GO:0061339	establishment or maintenance of monopolar cell polarity	0.3775
GO:0030707	ovarian follicle cell development	0.3779
GO:0007093	mitotic cell cycle checkpoint	0.3781
GO:0042417	dopamine metabolic process	0.3787
GO:0051153	regulation of striated muscle cell differentiation	0.379
GO:0051147	regulation of muscle cell differentiation	0.379
GO:0050878	regulation of body fluid levels	0.3794
GO:0033674	positive regulation of kinase activity	0.3795
GO:0051347	positive regulation of transferase activity	0.3795
GO:0010628	positive regulation of gene expression	0.3797
GO:1903706	regulation of hemopoiesis	0.3797
GO:0009132	nucleoside diphosphate metabolic process	0.3801
GO:0030516	regulation of axon extension	0.381
GO:0040017	positive regulation of locomotion	0.381
GO:0045773	positive regulation of axon extension	0.381
GO:0050772	positive regulation of axonogenesis	0.381
GO:0061387	regulation of extent of cell growth	0.381
GO:0016198	axon choice point recognition	0.3813
GO:0043603	cellular amide metabolic process	0.3816
GO:0008354	germ cell migration	0.3817
GO:0007606	sensory perception of chemical stimulus	0.3822
GO:0080134	regulation of response to stress	0.3822
GO:0019730	antimicrobial humoral response	0.3825
GO:0006952	defense response	0.3828
GO:0006959	humoral immune response	0.3831
GO:0008407	chaeta morphogenesis	0.3832
GO:0051648	vesicle localization	0.3839
GO:0045448	mitotic cell cycle; embryonic	0.3839
GO:0009987	cellular process	0.3843
GO:0009066	aspartate family amino acid metabolic process	0.3852
GO:0050793	regulation of developmental process	0.3858
GO:0007291	sperm individualization	0.3858
GO:0010025	wax biosynthetic process	0.3859
GO:0010166	wax metabolic process	0.3859
GO:0040018	positive regulation of multicellular organism growth	0.3863
GO:0006030	chitin metabolic process	0.387
GO:0060278	regulation of ovulation	0.387
GO:0051650	establishment of vesicle localization	0.3873
GO:0051716	cellular response to stimulus	0.3889
GO:1904059	regulation of locomotor rhythm	0.3889
GO:0007254	JNK cascade	0.3893
GO:0016060	metarhodopsin inactivation	0.391
GO:0045454	cell redox homeostasis	0.3913
GO:0048082	regulation of adult chitin-containing cuticle pigmentation	0.3916
GO:0045317	equator specification	0.3916
GO:0030713	ovarian follicle cell stalk formation	0.3917
GO:0045476	nurse cell apoptotic process	0.3928
GO:1902742	apoptotic process involved in development	0.3928
GO:0048085	adult chitin-containing cuticle pigmentation	0.393
GO:0010257	NADH dehydrogenase complex assembly	0.3936
GO:0032981	mitochondrial respiratory chain complex I assembly	0.3936
GO:0097031	mitochondrial respiratory chain complex I biogenesis	0.3936
GO:0016325	oocyte microtubule cytoskeleton organization	0.3937
GO:0044265	cellular macromolecule catabolic process	0.3942
GO:0030588	pseudocleavage	0.3943
GO:0030589	pseudocleavage involved in syncytial blastoderm formation	0.3943
GO:0043087	regulation of GTPase activity	0.3944
GO:0010623	programmed cell death involved in cell development	0.3949
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.396
GO:2000331	regulation of terminal button organization	0.3962
GO:0009064	glutamine family amino acid metabolic process	0.3962
GO:0051188	cofactor biosynthetic process	0.397
GO:0050962	detection of light stimulus involved in sensory perception	0.3976
GO:1905952	regulation of lipid localization	0.3976
GO:0008347	glial cell migration	0.3977
GO:0030952	establishment or maintenance of cytoskeleton polarity	0.3978
GO:0045839	negative regulation of mitotic nuclear division	0.3978
GO:0051784	negative regulation of nuclear division	0.3978
GO:0008057	eye pigment granule organization	0.3981
GO:0033059	cellular pigmentation	0.3981
GO:0048753	pigment granule organization	0.3981
GO:0043900	regulation of multi-organism process	0.399
GO:1905039	carboxylic acid transmembrane transport	0.3993
GO:1903825	organic acid transmembrane transport	0.3993
GO:0001751	compound eye photoreceptor cell differentiation	0.3993
GO:0006473	protein acetylation	0.4
GO:0006475	internal protein amino acid acetylation	0.4
GO:0043543	protein acylation	0.4
GO:0018393	internal peptidyl-lysine acetylation	0.4
GO:0018394	peptidyl-lysine acetylation	0.4
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.4013
GO:0016043	cellular component organization	0.4025
GO:0040003	chitin-based cuticle development	0.4027
GO:0060249	anatomical structure homeostasis	0.4027
GO:1900424	regulation of defense response to bacterium	0.4027
GO:0048520	positive regulation of behavior	0.4028
GO:0031098	stress-activated protein kinase signaling cascade	0.4028
GO:0007186	G-protein coupled receptor signaling pathway	0.4046
GO:0044267	cellular protein metabolic process	0.405
GO:0050766	positive regulation of phagocytosis	0.4055
GO:2000026	regulation of multicellular organismal development	0.4059
GO:0019932	second-messenger-mediated signaling	0.4072
GO:0032147	activation of protein kinase activity	0.4073
GO:0045214	sarcomere organization	0.4075
GO:0009152	purine ribonucleotide biosynthetic process	0.4076
GO:0006281	DNA repair	0.4078
GO:2001233	regulation of apoptotic signaling pathway	0.4089
GO:0051640	organelle localization	0.4093
GO:0048081	positive regulation of cuticle pigmentation	0.4098
GO:0048087	positive regulation of developmental pigmentation	0.4098
GO:0072661	protein targeting to plasma membrane	0.4098
GO:0002684	positive regulation of immune system process	0.4099
GO:0043506	regulation of JUN kinase activity	0.4104
GO:0008258	head involution	0.4104
GO:0017145	stem cell division	0.4108
GO:0003014	renal system process	0.4118
GO:0001932	regulation of protein phosphorylation	0.4118
GO:0006493	protein O-linked glycosylation	0.4125
GO:0007629	flight behavior	0.4128
GO:0035567	non-canonical Wnt signaling pathway	0.4133
GO:0060071	Wnt signaling pathway; planar cell polarity pathway	0.4133
GO:0060969	negative regulation of gene silencing	0.4134
GO:0002065	columnar/cuboidal epithelial cell differentiation	0.4139
GO:0002066	columnar/cuboidal epithelial cell development	0.4139
GO:0050778	positive regulation of immune response	0.4141
GO:0072583	clathrin-dependent endocytosis	0.4144
GO:0006084	acetyl-CoA metabolic process	0.4173
GO:1903146	regulation of mitophagy	0.418
GO:0045931	positive regulation of mitotic cell cycle	0.418
GO:0006117	acetaldehyde metabolic process	0.418
GO:0048854	brain morphogenesis	0.4182
GO:0007162	negative regulation of cell adhesion	0.4183
GO:0048867	stem cell fate determination	0.4183
GO:0050657	nucleic acid transport	0.4187
GO:0050658	RNA transport	0.4187
GO:0050767	regulation of neurogenesis	0.4195
GO:0007316	pole plasm RNA localization	0.42
GO:0032103	positive regulation of response to external stimulus	0.4208
GO:0007527	adult somatic muscle development	0.4213
GO:0000154	rRNA modification	0.4219
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	0.4227
GO:0010959	regulation of metal ion transport	0.4235
GO:0042335	cuticle development	0.424
GO:0002683	negative regulation of immune system process	0.4243
GO:0042067	establishment of ommatidial planar polarity	0.4246
GO:0032844	regulation of homeostatic process	0.4247
GO:0051403	stress-activated MAPK cascade	0.426
GO:0006963	positive regulation of antibacterial peptide biosynthetic process	0.4261
GO:0002780	antibacterial peptide biosynthetic process	0.4261
GO:0002786	regulation of antibacterial peptide production	0.4261
GO:0002778	antibacterial peptide production	0.4261
GO:0002803	positive regulation of antibacterial peptide production	0.4261
GO:0002808	regulation of antibacterial peptide biosynthetic process	0.4261
GO:0051495	positive regulation of cytoskeleton organization	0.4261
GO:2000241	regulation of reproductive process	0.4263
GO:0001676	long-chain fatty acid metabolic process	0.4276
GO:0007028	cytoplasm organization	0.4277
GO:1903047	mitotic cell cycle process	0.4283
GO:0044710	single-organism metabolic process	0.4285
GO:0060070	canonical Wnt signaling pathway	0.4289
GO:0031047	gene silencing by RNA	0.4292
GO:0035329	hippo signaling	0.4297
GO:0042684	cardioblast cell fate commitment	0.43
GO:0060911	cardiac cell fate commitment	0.43
GO:0090068	positive regulation of cell cycle process	0.4316
GO:1901989	positive regulation of cell cycle phase transition	0.4316
GO:1901992	positive regulation of mitotic cell cycle phase transition	0.4316
GO:0000075	cell cycle checkpoint	0.4321
GO:0048675	axon extension	0.4324
GO:0048639	positive regulation of developmental growth	0.4329
GO:0008594	photoreceptor cell morphogenesis	0.433
GO:0034220	ion transmembrane transport	0.4331
GO:0043470	regulation of carbohydrate catabolic process	0.4333
GO:0007525	somatic muscle development	0.4337
GO:0048065	male courtship behavior; veined wing extension	0.4344
GO:0042706	eye photoreceptor cell fate commitment	0.4345
GO:0001752	compound eye photoreceptor fate commitment	0.4345
GO:0048663	neuron fate commitment	0.4345
GO:0046552	photoreceptor cell fate commitment	0.4345
GO:0010453	regulation of cell fate commitment	0.4362
GO:0032351	negative regulation of hormone metabolic process	0.4362
GO:0042685	cardioblast cell fate specification	0.4368
GO:0042686	regulation of cardioblast cell fate specification	0.4368
GO:0051890	regulation of cardioblast differentiation	0.4368
GO:0060912	cardiac cell fate specification	0.4368
GO:1905207	regulation of cardiocyte differentiation	0.4368
GO:2000043	regulation of cardiac cell fate specification	0.4368
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	0.437
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	0.4372
GO:0007411	axon guidance	0.4374
GO:0030155	regulation of cell adhesion	0.4383
GO:0006022	aminoglycan metabolic process	0.439
GO:0022613	ribonucleoprotein complex biogenesis	0.4399
GO:0009583	detection of light stimulus	0.441
GO:0007631	feeding behavior	0.4411
GO:0006400	tRNA modification	0.4417
GO:0007271	synaptic transmission; cholinergic	0.4432
GO:0035207	negative regulation of hemocyte proliferation	0.4441
GO:0007618	mating	0.4452
GO:0007369	gastrulation	0.447
GO:1903900	regulation of viral life cycle	0.4474
GO:0001173	DNA-templated transcriptional start site selection	0.4482
GO:0001174	transcriptional start site selection at RNA polymerase II promoter	0.4482
GO:0048052	R1/R6 cell differentiation	0.4482
GO:0006817	phosphate ion transport	0.4484
GO:0002064	epithelial cell development	0.4484
GO:0060964	regulation of gene silencing by miRNA	0.4485
GO:0060627	regulation of vesicle-mediated transport	0.4488
GO:0009913	epidermal cell differentiation	0.4494
GO:0050905	neuromuscular process	0.4494
GO:0038127	ERBB signaling pathway	0.4495
GO:0007173	epidermal growth factor receptor signaling pathway	0.4495
GO:0046011	regulation of oskar mRNA translation	0.4498
GO:0046958	nonassociative learning	0.4502
GO:0046427	positive regulation of JAK-STAT cascade	0.4504
GO:1904894	positive regulation of STAT cascade	0.4504
GO:0098662	inorganic cation transmembrane transport	0.4504
GO:0031331	positive regulation of cellular catabolic process	0.4506
GO:0009060	aerobic respiration	0.4512
GO:0090158	endoplasmic reticulum membrane organization	0.4519
GO:0007080	mitotic metaphase plate congression	0.4521
GO:0051310	metaphase plate congression	0.4521
GO:0008064	regulation of actin polymerization or depolymerization	0.4523
GO:0030832	regulation of actin filament length	0.4523
GO:0031063	regulation of histone deacetylation	0.4526
GO:0031065	positive regulation of histone deacetylation	0.4526
GO:0090311	regulation of protein deacetylation	0.4526
GO:0090312	positive regulation of protein deacetylation	0.4526
GO:0019320	hexose catabolic process	0.453
GO:0046365	monosaccharide catabolic process	0.453
GO:0051129	negative regulation of cellular component organization	0.4531
GO:0048638	regulation of developmental growth	0.4532
GO:0007140	male meiosis	0.4532
GO:0043467	regulation of generation of precursor metabolites and energy	0.4537
GO:0040008	regulation of growth	0.4538
GO:0006936	muscle contraction	0.4538
GO:0055085	transmembrane transport	0.4549
GO:0010948	negative regulation of cell cycle process	0.4549
GO:0097659	nucleic acid-templated transcription	0.4558
GO:0032774	RNA biosynthetic process	0.4558
GO:0006351	transcription; DNA-templated	0.4558
GO:2001135	regulation of endocytic recycling	0.4559
GO:0043412	macromolecule modification	0.4564
GO:0051924	regulation of calcium ion transport	0.4568
GO:1903046	meiotic cell cycle process	0.4571
GO:1903902	positive regulation of viral life cycle	0.4574
GO:0048524	positive regulation of viral process	0.4574
GO:0006006	glucose metabolic process	0.4579
GO:0070873	regulation of glycogen metabolic process	0.458
GO:0070875	positive regulation of glycogen metabolic process	0.458
GO:0010676	positive regulation of cellular carbohydrate metabolic process	0.458
GO:0045913	positive regulation of carbohydrate metabolic process	0.458
GO:0032881	regulation of polysaccharide metabolic process	0.458
GO:0010907	positive regulation of glucose metabolic process	0.458
GO:0016322	neuron remodeling	0.4586
GO:0042551	neuron maturation	0.4586
GO:0007519	skeletal muscle tissue development	0.4591
GO:0032507	maintenance of protein location in cell	0.4593
GO:0097479	synaptic vesicle localization	0.4598
GO:0042461	photoreceptor cell development	0.46
GO:0006110	regulation of glycolytic process	0.4603
GO:0051193	regulation of cofactor metabolic process	0.4603
GO:0051196	regulation of coenzyme metabolic process	0.4603
GO:0017156	calcium ion regulated exocytosis	0.4607
GO:0016079	synaptic vesicle exocytosis	0.4607
GO:0009101	glycoprotein biosynthetic process	0.4609
GO:0007538	primary sex determination	0.4619
GO:0051259	protein oligomerization	0.462
GO:0097435	supramolecular fiber organization	0.4625
GO:0071773	cellular response to BMP stimulus	0.4626
GO:0030509	BMP signaling pathway	0.4626
GO:0007630	jump response	0.4631
GO:0002682	regulation of immune system process	0.4635
GO:0034976	response to endoplasmic reticulum stress	0.464
GO:0006458	'de novo' protein folding	0.464
GO:0006164	purine nucleotide biosynthetic process	0.4641
GO:0071806	protein transmembrane transport	0.4642
GO:0065002	intracellular protein transmembrane transport	0.4642
GO:0048489	synaptic vesicle transport	0.4645
GO:0099003	vesicle-mediated transport in synapse	0.4645
GO:0097480	establishment of synaptic vesicle localization	0.4645
GO:0007586	digestion	0.4645
GO:0060031	mediolateral intercalation	0.4647
GO:0034067	protein localization to Golgi apparatus	0.4649
GO:0000042	protein targeting to Golgi	0.4649
GO:0072600	establishment of protein localization to Golgi	0.4649
GO:0000301	retrograde transport; vesicle recycling within Golgi	0.4649
GO:0046331	lateral inhibition	0.4668
GO:0045168	cell-cell signaling involved in cell fate commitment	0.4668
GO:0007584	response to nutrient	0.4672
GO:0008286	insulin receptor signaling pathway	0.4672
GO:0045089	positive regulation of innate immune response	0.4681
GO:0007458	progression of morphogenetic furrow involved in compound eye morphogenesis	0.4683
GO:0045930	negative regulation of mitotic cell cycle	0.4684
GO:0042753	positive regulation of circadian rhythm	0.4689
GO:0045938	positive regulation of circadian sleep/wake cycle; sleep	0.4689
GO:0006818	hydrogen transport	0.4689
GO:0015992	proton transport	0.4689
GO:0031338	regulation of vesicle fusion	0.469
GO:0046394	carboxylic acid biosynthetic process	0.4695
GO:0016053	organic acid biosynthetic process	0.4695
GO:2001252	positive regulation of chromosome organization	0.4697
GO:0048588	developmental cell growth	0.4701
GO:0031399	regulation of protein modification process	0.4701
GO:0006403	RNA localization	0.4704
GO:0007593	chitin-based cuticle sclerotization	0.4707
GO:0035212	cell competition in a multicellular organism	0.4716
GO:0030003	cellular cation homeostasis	0.472
GO:0019058	viral life cycle	0.4724
GO:0008154	actin polymerization or depolymerization	0.4725
GO:0008101	decapentaplegic signaling pathway	0.4727
GO:0060026	convergent extension	0.4729
GO:0035089	establishment of apical/basal cell polarity	0.4731
GO:0032868	response to insulin	0.4733
GO:0007354	zygotic determination of anterior/posterior axis; embryo	0.4736
GO:0009185	ribonucleoside diphosphate metabolic process	0.4748
GO:0009179	purine ribonucleoside diphosphate metabolic process	0.4748
GO:0009135	purine nucleoside diphosphate metabolic process	0.4748
GO:0046031	ADP metabolic process	0.4748
GO:0007436	larval salivary gland morphogenesis	0.475
GO:0009059	macromolecule biosynthetic process	0.4752
GO:0097696	STAT cascade	0.4756
GO:0007259	JAK-STAT cascade	0.4756
GO:0008643	carbohydrate transport	0.4766
GO:0009072	aromatic amino acid family metabolic process	0.477
GO:0035158	regulation of tube diameter; open tracheal system	0.4782
GO:0090257	regulation of muscle system process	0.4791
GO:0060033	anatomical structure regression	0.4794
GO:0006260	DNA replication	0.48
GO:0030473	nuclear migration along microtubule	0.48
GO:0048066	developmental pigmentation	0.4804
GO:0051128	regulation of cellular component organization	0.481
GO:0045165	cell fate commitment	0.4812
GO:0008589	regulation of smoothened signaling pathway	0.4815
GO:0010810	regulation of cell-substrate adhesion	0.4817
GO:1902905	positive regulation of supramolecular fiber organization	0.4819
GO:1901659	glycosyl compound biosynthetic process	0.482
GO:0001558	regulation of cell growth	0.482
GO:0034329	cell junction assembly	0.4825
GO:0021700	developmental maturation	0.4833
GO:0044033	multi-organism metabolic process	0.4835
GO:0019080	viral gene expression	0.4835
GO:0046530	photoreceptor cell differentiation	0.4835
GO:0006913	nucleocytoplasmic transport	0.4848
GO:0051169	nuclear transport	0.4848
GO:0033043	regulation of organelle organization	0.4852
GO:2001013	epithelial cell proliferation involved in renal tubule morphogenesis	0.4853
GO:0061331	epithelial cell proliferation involved in Malpighian tubule morphogenesis	0.4853
GO:0050921	positive regulation of chemotaxis	0.4853
GO:1902669	positive regulation of axon guidance	0.4853
GO:0046942	carboxylic acid transport	0.4859
GO:0015849	organic acid transport	0.4859
GO:0031427	response to methotrexate	0.4864
GO:0043455	regulation of secondary metabolic process	0.4875
GO:0035007	regulation of melanization defense response	0.4875
GO:0044843	cell cycle G1/S phase transition	0.4882
GO:0000082	G1/S transition of mitotic cell cycle	0.4882
GO:0048134	germ-line cyst formation	0.4882
GO:0009112	nucleobase metabolic process	0.4884
GO:0031333	negative regulation of protein complex assembly	0.4889
GO:0050776	regulation of immune response	0.4895
GO:0042440	pigment metabolic process	0.4896
GO:0035384	thioester biosynthetic process	0.4899
GO:0071616	acyl-CoA biosynthetic process	0.4899
GO:0098660	inorganic ion transmembrane transport	0.49
GO:0060828	regulation of canonical Wnt signaling pathway	0.49
GO:0002832	negative regulation of response to biotic stimulus	0.4901
GO:0006520	cellular amino acid metabolic process	0.4904
GO:0045451	pole plasm oskar mRNA localization	0.4904
GO:0045087	innate immune response	0.4906
GO:0030239	myofibril assembly	0.4906
GO:2000737	negative regulation of stem cell differentiation	0.4909
GO:0030728	ovulation	0.4921
GO:0006939	smooth muscle contraction	0.4921
GO:0048584	positive regulation of response to stimulus	0.4922
GO:0006873	cellular ion homeostasis	0.4927
GO:0060074	synapse maturation	0.4928
GO:0033036	macromolecule localization	0.493
GO:0044091	membrane biogenesis	0.4935
GO:0045313	rhabdomere membrane biogenesis	0.4935
GO:0006376	mRNA splice site selection	0.4937
GO:0042044	fluid transport	0.4938
GO:0007298	border follicle cell migration	0.4938
GO:0048583	regulation of response to stimulus	0.4947
GO:0007484	imaginal disc-derived genitalia development	0.4949
GO:0042052	rhabdomere development	0.4958
GO:0007160	cell-matrix adhesion	0.4966
GO:0007164	establishment of tissue polarity	0.4966
GO:0001736	establishment of planar polarity	0.4966
GO:0018105	peptidyl-serine phosphorylation	0.4968
GO:0018209	peptidyl-serine modification	0.4968
GO:0008345	larval locomotory behavior	0.498
GO:0072347	response to anesthetic	0.498
GO:0097205	renal filtration	0.4982
GO:0097206	nephrocyte filtration	0.4982
GO:0030727	germarium-derived female germ-line cyst formation	0.4993
GO:0012501	programmed cell death	0.4994
GO:0006641	triglyceride metabolic process	0.4998
GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	0.5002
GO:0006402	mRNA catabolic process	0.5011
GO:0010647	positive regulation of cell communication	0.5021
GO:0023056	positive regulation of signaling	0.5021
GO:0009891	positive regulation of biosynthetic process	0.5021
GO:0031328	positive regulation of cellular biosynthetic process	0.5021
GO:0042593	glucose homeostasis	0.5027
GO:0042303	molting cycle	0.5028
GO:0007591	molting cycle; chitin-based cuticle	0.5028
GO:0048140	male germ-line cyst encapsulation	0.5032
GO:0036465	synaptic vesicle recycling	0.5033
GO:0048488	synaptic vesicle endocytosis	0.5033
GO:0007365	periodic partitioning	0.5035
GO:0009063	cellular amino acid catabolic process	0.5036
GO:0001655	urogenital system development	0.5036
GO:0072001	renal system development	0.5036
GO:0072002	Malpighian tubule development	0.5036
GO:0061326	renal tubule development	0.5036
GO:0048644	muscle organ morphogenesis	0.5039
GO:0035215	genital disc development	0.5046
GO:0006811	ion transport	0.5047
GO:0019751	polyol metabolic process	0.5047
GO:0009069	serine family amino acid metabolic process	0.5049
GO:0051168	nuclear export	0.5055
GO:0019827	stem cell population maintenance	0.5056
GO:0098727	maintenance of cell number	0.5056
GO:0019438	aromatic compound biosynthetic process	0.506
GO:0097049	motor neuron apoptotic process	0.5061
GO:2000671	regulation of motor neuron apoptotic process	0.5061
GO:2000672	negative regulation of motor neuron apoptotic process	0.5061
GO:0040014	regulation of multicellular organism growth	0.5062
GO:0042595	behavioral response to starvation	0.5068
GO:0045995	regulation of embryonic development	0.5069
GO:0045088	regulation of innate immune response	0.5073
GO:0048193	Golgi vesicle transport	0.508
GO:0045860	positive regulation of protein kinase activity	0.5087
GO:0072594	establishment of protein localization to organelle	0.5088
GO:0006090	pyruvate metabolic process	0.5097
GO:0008293	torso signaling pathway	0.5104
GO:0060966	regulation of gene silencing by RNA	0.5111
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	0.5115
GO:0031124	mRNA 3'-end processing	0.5117
GO:0019915	lipid storage	0.5124
GO:0051173	positive regulation of nitrogen compound metabolic process	0.5127
GO:0048731	system development	0.5139
GO:0090136	epithelial cell-cell adhesion	0.5141
GO:0046916	cellular transition metal ion homeostasis	0.5144
GO:0000387	spliceosomal snRNP assembly	0.5144
GO:0009566	fertilization	0.5145
GO:0060856	establishment of blood-brain barrier	0.5146
GO:0006584	catecholamine metabolic process	0.5146
GO:0009712	catechol-containing compound metabolic process	0.5146
GO:0007399	nervous system development	0.5146
GO:0009145	purine nucleoside triphosphate biosynthetic process	0.5148
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	0.5148
GO:0030381	chorion-containing eggshell pattern formation	0.515
GO:0035006	melanization defense response	0.5151
GO:0000413	protein peptidyl-prolyl isomerization	0.5163
GO:0018208	peptidyl-proline modification	0.5163
GO:0055080	cation homeostasis	0.5164
GO:0098771	inorganic ion homeostasis	0.5164
GO:0031050	dsRNA fragmentation	0.5164
GO:0043331	response to dsRNA	0.5164
GO:0070918	production of small RNA involved in gene silencing by RNA	0.5164
GO:0071359	cellular response to dsRNA	0.5164
GO:0048747	muscle fiber development	0.5172
GO:0006730	one-carbon metabolic process	0.5179
GO:0009260	ribonucleotide biosynthetic process	0.5185
GO:0046390	ribose phosphate biosynthetic process	0.5185
GO:0072522	purine-containing compound biosynthetic process	0.5185
GO:0031329	regulation of cellular catabolic process	0.5198
GO:0051130	positive regulation of cellular component organization	0.5202
GO:0061564	axon development	0.5215
GO:0001754	eye photoreceptor cell differentiation	0.5224
GO:0071103	DNA conformation change	0.5237
GO:0032869	cellular response to insulin stimulus	0.524
GO:0045185	maintenance of protein location	0.5247
GO:0051651	maintenance of location in cell	0.5247
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	0.5254
GO:1904029	regulation of cyclin-dependent protein kinase activity	0.5254
GO:0009894	regulation of catabolic process	0.526
GO:0055065	metal ion homeostasis	0.5263
GO:0008302	female germline ring canal formation; actin assembly	0.5275
GO:0032456	endocytic recycling	0.5279
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	0.5281
GO:0007439	ectodermal digestive tract development	0.5288
GO:0048567	ectodermal digestive tract morphogenesis	0.5288
GO:0022407	regulation of cell-cell adhesion	0.5288
GO:0044409	entry into host	0.5289
GO:0051701	interaction with host	0.5289
GO:0051828	entry into other organism involved in symbiotic interaction	0.5289
GO:0051806	entry into cell of other organism involved in symbiotic interaction	0.5289
GO:0046718	viral entry into host cell	0.5289
GO:0030260	entry into host cell	0.5289
GO:0001964	startle response	0.529
GO:0046668	regulation of retinal cell programmed cell death	0.5296
GO:0046669	regulation of compound eye retinal cell programmed cell death	0.5296
GO:0009799	specification of symmetry	0.5299
GO:0009855	determination of bilateral symmetry	0.5299
GO:0007368	determination of left/right symmetry	0.5299
GO:0006607	NLS-bearing protein import into nucleus	0.5301
GO:0035285	appendage segmentation	0.5306
GO:0036011	imaginal disc-derived leg segmentation	0.5306
GO:0007412	axon target recognition	0.5306
GO:0006099	tricarboxylic acid cycle	0.5317
GO:0072350	tricarboxylic acid metabolic process	0.5317
GO:0006101	citrate metabolic process	0.5317
GO:0019098	reproductive behavior	0.5321
GO:0003006	developmental process involved in reproduction	0.5322
GO:0055082	cellular chemical homeostasis	0.5324
GO:0010557	positive regulation of macromolecule biosynthetic process	0.5332
GO:0009612	response to mechanical stimulus	0.5334
GO:0055002	striated muscle cell development	0.5337
GO:0010507	negative regulation of autophagy	0.5344
GO:0010324	membrane invagination	0.5346
GO:0099024	plasma membrane invagination	0.5346
GO:0006911	phagocytosis; engulfment	0.5346
GO:0007564	regulation of chitin-based cuticle tanning	0.5372
GO:0000412	histone peptidyl-prolyl isomerization	0.5376
GO:0015711	organic anion transport	0.5376
GO:0050792	regulation of viral process	0.5376
GO:0048056	R3/R4 cell differentiation	0.5392
GO:0032527	protein exit from endoplasmic reticulum	0.5393
GO:0070861	regulation of protein exit from endoplasmic reticulum	0.5393
GO:0070863	positive regulation of protein exit from endoplasmic reticulum	0.5393
GO:0006955	immune response	0.5395
GO:0007267	cell-cell signaling	0.5396
GO:0071772	response to BMP	0.54
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	0.5401
GO:0071705	nitrogen compound transport	0.5403
GO:0048142	germarium-derived cystoblast division	0.5406
GO:0045859	regulation of protein kinase activity	0.5408
GO:0000038	very long-chain fatty acid metabolic process	0.5414
GO:0072657	protein localization to membrane	0.5422
GO:0006612	protein targeting to membrane	0.5429
GO:0019094	pole plasm mRNA localization	0.5431
GO:0042743	hydrogen peroxide metabolic process	0.5432
GO:0000281	mitotic cytokinesis	0.5432
GO:0048042	regulation of post-mating oviposition	0.5432
GO:0060403	post-mating oviposition	0.5432
GO:0070838	divalent metal ion transport	0.5436
GO:0072511	divalent inorganic cation transport	0.5436
GO:0009966	regulation of signal transduction	0.5439
GO:1901654	response to ketone	0.5445
GO:0018958	phenol-containing compound metabolic process	0.5449
GO:0050777	negative regulation of immune response	0.5452
GO:1901362	organic cyclic compound biosynthetic process	0.5459
GO:0006807	nitrogen compound metabolic process	0.5472
GO:0045786	negative regulation of cell cycle	0.5473
GO:0007553	regulation of ecdysteroid metabolic process	0.5476
GO:0019218	regulation of steroid metabolic process	0.5476
GO:0040034	regulation of development; heterochronic	0.5476
GO:0048199	vesicle targeting; to; from or within Golgi	0.5478
GO:0048209	regulation of vesicle targeting; to; from or within Golgi	0.5478
GO:0090303	positive regulation of wound healing	0.5489
GO:0061041	regulation of wound healing	0.5489
GO:0032956	regulation of actin cytoskeleton organization	0.5494
GO:0032970	regulation of actin filament-based process	0.5494
GO:0044782	cilium organization	0.55
GO:0060271	cilium assembly	0.55
GO:0055114	oxidation-reduction process	0.551
GO:0044255	cellular lipid metabolic process	0.5513
GO:0034121	regulation of toll-like receptor signaling pathway	0.5519
GO:0034123	positive regulation of toll-like receptor signaling pathway	0.5519
GO:0034124	regulation of MyD88-dependent toll-like receptor signaling pathway	0.5519
GO:0034126	positive regulation of MyD88-dependent toll-like receptor signaling pathway	0.5519
GO:0016441	posttranscriptional gene silencing	0.5519
GO:0035194	posttranscriptional gene silencing by RNA	0.5519
GO:0043255	regulation of carbohydrate biosynthetic process	0.5528
GO:0060810	intracellular mRNA localization involved in pattern specification process	0.5532
GO:0042752	regulation of circadian rhythm	0.5534
GO:0051238	sequestering of metal ion	0.5538
GO:0051208	sequestering of calcium ion	0.5538
GO:0000122	negative regulation of transcription from RNA polymerase II promoter	0.5539
GO:0050688	regulation of defense response to virus	0.5539
GO:0007282	cystoblast division	0.5544
GO:0016072	rRNA metabolic process	0.5546
GO:0036294	cellular response to decreased oxygen levels	0.5547
GO:0071453	cellular response to oxygen levels	0.5547
GO:0071456	cellular response to hypoxia	0.5547
GO:0098930	axonal transport	0.5547
GO:0048072	compound eye pigmentation	0.5562
GO:0044262	cellular carbohydrate metabolic process	0.5572
