### GO term enrichment for convergent genes in leg samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTpa_GSEA	toTge_GSEA	toTms_GSEA	toTte_GSEA	toTdi_GSEA	toTps_GSEA	toTcm_GSEA	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	median_GSEA
GO:0010038	response to metal ion	0.1745	0.53401	0.64635	0.20541	0.43117	0.36713	0.56354	0.58899	0.66608	0.18942	0.48259
GO:0045665	negative regulation of neuron differentiation	0.4381	0.34667	0.85193	0.45447	0.97139	0.63534	0.31504	0.32628	0.56391	0.51089	0.48268
GO:0006968	cellular defense response	0.5554	0.53387	0.39758	0.86859	0.23088	0.5806	0.21786	0.30416	0.43161	0.89054	0.48274
GO:2001136	negative regulation of endocytic recycling	0.3947	0.41801	0.90472	0.63594	0.4949	0.47087	0.88251	0.38961	0.90969	0.36515	0.482885
GO:0030238	male sex determination	0.8077	0.6341	0.47858	0.3736	NA	NA	NA	NA	0.48805	0.37118	0.483315
GO:0009068	aspartate family amino acid catabolic process	0.2929	0.27691	0.81164	0.42507	0.48134	0.48534	0.52814	0.97099	0.81711	0.44832	0.48334
GO:0033314	mitotic DNA replication checkpoint	0.3943	0.25825	NA	0.483	NA	NA	0.48494	0.48863	NA	0.4838	0.4834
GO:0019094	pole plasm mRNA localization	0.0809	0.04968	0.29271	0.74041	0.21205	0.46388	0.58727	0.5033	0.51743	0.5992	0.48359
GO:0031175	neuron projection development	0.9242	0.93637	0.95067	0.12216	0.33482	0.52594	0.19697	0.08732	0.68937	0.4426	0.48427
GO:0055090	acylglycerol homeostasis	0.4295	0.39741	0.41412	0.19396	0.65379	0.58629	0.55119	0.54078	0.43059	0.53798	0.484285
GO:0007220	Notch receptor processing	0.5659	0.64809	0.62377	0.10532	0.38836	0.43325	0.48857	0.48117	0.5745	0.16626	0.48487
GO:0007616	long-term memory	0.4877	0.57957	0.1991	0.67484	0.58787	0.62762	0.04558	0.06981	0.14796	0.48207	0.484885
GO:0046467	membrane lipid biosynthetic process	0.2562	0.30094	0.45613	0.5171	0.30196	0.24294	0.51485	0.59032	0.69863	0.66552	0.48549
GO:2000738	positive regulation of stem cell differentiation	NA	NA	0.48824	NA	NA	NA	NA	NA	0.48322	NA	0.48573
GO:0009887	animal organ morphogenesis	0.97	0.99662	0.98407	0.49307	0.27998	0.34709	0.45951	0.47844	0.9677	0.13188	0.485755
GO:0061086	negative regulation of histone H3-K27 methylation	0.3704	0.43391	0.76109	0.53855	NA	NA	0.31979	0.32626	0.76715	0.57674	0.48623
GO:0032459	regulation of protein oligomerization	0.6661	0.63551	0.19163	0.72568	0.30482	0.42861	0.46341	0.50929	0.23962	0.8108	0.48635
GO:0032387	negative regulation of intracellular transport	0.6574	0.43143	0.4561	0.26502	0.19314	0.28077	0.56481	0.56331	0.51671	0.52284	0.486405
GO:1903385	regulation of homophilic cell adhesion	0.6895	0.73426	0.26619	NA	NA	NA	NA	NA	0.28431	NA	0.486905
GO:1903386	negative regulation of homophilic cell adhesion	0.6895	0.73426	0.26619	NA	NA	NA	NA	NA	0.28431	NA	0.486905
GO:0061162	establishment of monopolar cell polarity	0.7119	0.47274	0.48458	0.06442	0.47868	0.48929	0.65664	0.60921	0.29406	0.57091	0.486935
GO:0061339	establishment or maintenance of monopolar cell polarity	0.7119	0.47274	0.48458	0.06442	0.47868	0.48929	0.65664	0.60921	0.29406	0.57091	0.486935
GO:0002781	antifungal peptide production	0.2577	0.41468	0.63363	0.63321	0.6431	0.23968	0.0708	0.39146	0.6669	0.55938	0.48703
GO:0002783	antifungal peptide biosynthetic process	0.2577	0.41468	0.63363	0.63321	0.6431	0.23968	0.0708	0.39146	0.6669	0.55938	0.48703
GO:0002788	regulation of antifungal peptide production	0.2577	0.41468	0.63363	0.63321	0.6431	0.23968	0.0708	0.39146	0.6669	0.55938	0.48703
GO:0002804	positive regulation of antifungal peptide production	0.2577	0.41468	0.63363	0.63321	0.6431	0.23968	0.0708	0.39146	0.6669	0.55938	0.48703
GO:0002810	regulation of antifungal peptide biosynthetic process	0.2577	0.41468	0.63363	0.63321	0.6431	0.23968	0.0708	0.39146	0.6669	0.55938	0.48703
GO:0006967	positive regulation of antifungal peptide biosynthetic process	0.2577	0.41468	0.63363	0.63321	0.6431	0.23968	0.0708	0.39146	0.6669	0.55938	0.48703
GO:1900150	regulation of defense response to fungus	0.2577	0.41468	0.63363	0.63321	0.6431	0.23968	0.0708	0.39146	0.6669	0.55938	0.48703
GO:0043970	histone H3-K9 acetylation	0.9999	0.99476	0.40379	0.8396	0.45161	0.50041	0.40541	0.4744	0.45688	0.8442	0.487405
GO:0030859	polarized epithelial cell differentiation	0.4925	0.52834	0.86945	0.22536	0.38827	0.21251	0.46019	0.62194	0.63402	0.48342	0.48796
GO:0045216	cell-cell junction organization	0.5411	0.41342	0.43496	0.34052	0.58803	0.65806	0.72187	0.98529	0.42901	0.11621	0.48803
GO:0033238	regulation of cellular amine metabolic process	NA	NA	NA	0.48146	NA	NA	NA	NA	NA	0.49499	0.488225
GO:0048566	embryonic digestive tract development	0.7688	0.48201	0.22271	0.39954	0.49398	0.48313	0.83469	0.55358	0.30645	0.57518	0.488555
GO:0030855	epithelial cell differentiation	0.6235	0.38133	0.51636	0.14825	0.56221	0.53219	0.31834	0.46214	0.81394	0.29295	0.48925
GO:0051640	organelle localization	0.269	0.09175	0.7563	0.29384	0.38813	0.54926	0.53646	0.59676	0.71625	0.44422	0.49034
GO:0042559	pteridine-containing compound biosynthetic process	0.3607	0.54067	0.55882	0.44045	0.36837	0.70854	0.91112	0.93472	0.19051	0.39123	0.49056
GO:0006096	glycolytic process	0.3912	0.45019	0.68565	0.53142	0.6531	0.67029	0.25102	0.27506	0.37369	0.64056	0.490805
GO:0006757	ATP generation from ADP	0.3912	0.45019	0.68565	0.53142	0.6531	0.67029	0.25102	0.27506	0.37369	0.64056	0.490805
GO:0045297	post-mating behavior	0.1821	0.54111	0.61688	0.42551	0.97341	0.70839	0.35158	0.78206	0.35784	0.4412	0.491155
GO:0008286	insulin receptor signaling pathway	0.5562	0.47664	0.50321	0.2265	0.0926	0.12008	0.7009	0.5712	0.50039	0.4832	0.491795
GO:0006874	cellular calcium ion homeostasis	0.72	0.67091	0.81221	0.21077	0.17953	0.22223	0.35788	0.62602	0.84522	0.08433	0.49195
GO:0045886	negative regulation of synaptic growth at neuromuscular junction	0.6416	0.62581	0.52176	0.35599	0.66122	0.7277	0.26171	0.38941	0.3021	0.46284	0.4923
GO:0051964	negative regulation of synapse assembly	0.6416	0.62581	0.52176	0.35599	0.66122	0.7277	0.26171	0.38941	0.3021	0.46284	0.4923
GO:1904397	negative regulation of neuromuscular junction development	0.6416	0.62581	0.52176	0.35599	0.66122	0.7277	0.26171	0.38941	0.3021	0.46284	0.4923
GO:1905809	negative regulation of synapse organization	0.6416	0.62581	0.52176	0.35599	0.66122	0.7277	0.26171	0.38941	0.3021	0.46284	0.4923
GO:0019749	"cytoskeleton-dependent cytoplasmic transport, nurse cell to oocyte"	0.408	0.57681	0.31329	0.90364	0.616	0.34679	0.0381	0.04286	0.84078	0.65787	0.492405
GO:0016061	regulation of light-activated channel activity	0.3932	0.77342	0.45929	0.25543	0.93548	0.85933	0.36907	0.6882	0.52626	0.30237	0.492775
GO:0048524	positive regulation of viral process	0.711	0.58363	0.48852	0.65753	0.45164	0.47482	0.61006	0.27714	0.49704	0.25747	0.49278
GO:1903902	positive regulation of viral life cycle	0.711	0.58363	0.48852	0.65753	0.45164	0.47482	0.61006	0.27714	0.49704	0.25747	0.49278
GO:0006401	RNA catabolic process	0.9022	0.76424	0.73379	0.3743	0.48605	0.46442	0.09345	0.04939	0.67463	0.49974	0.492895
GO:0048210	Golgi vesicle fusion to target membrane	0.7836	0.59071	0.36496	0.55557	0.60198	0.59413	0.43077	0.39316	0.34271	0.37023	0.49317
GO:0032868	response to insulin	0.4132	0.35907	0.59178	0.29933	0.11513	0.12884	0.72401	0.66708	0.5888	0.57418	0.49369
GO:0015696	ammonium transport	0.735	0.927	0.60533	0.4827	0.43134	0.35451	0.43246	0.36537	0.60013	0.5048	0.49375
GO:0006356	regulation of transcription from RNA polymerase I promoter	0.6512	0.47963	0.4277	0.96345	0.42608	0.40306	0.90594	0.50863	0.42113	0.93196	0.49413
GO:0009451	RNA modification	0.518	0.88754	0.50751	0.37045	0.15047	0.48771	0.8339	0.50098	0.25399	0.30901	0.494345
GO:0048619	embryonic hindgut morphogenesis	0.585	0.619	0.80889	0.39658	0.4943	0.49508	0.32105	0.13422	0.77297	0.34602	0.49469
GO:0007618	mating	0.4436	0.48592	0.28614	0.38861	0.71075	0.73384	0.6	0.69855	0.5036	0.32702	0.49476
GO:0030534	adult behavior	0.6775	0.3946	0.94356	0.54307	0.36605	0.44009	0.31854	0.56382	0.94357	0.44665	0.49486
GO:0097734	extracellular exosome biogenesis	0.468	0.60608	0.46053	0.7361	0.52233	0.441	0.45754	0.39391	0.58276	0.73616	0.495165
GO:1990182	exosomal secretion	0.468	0.60608	0.46053	0.7361	0.52233	0.441	0.45754	0.39391	0.58276	0.73616	0.495165
GO:0051341	regulation of oxidoreductase activity	NA	NA	NA	0.58908	NA	NA	NA	NA	NA	0.40163	0.495355
GO:0044724	single-organism carbohydrate catabolic process	0.5947	0.62608	0.37441	0.455	0.67794	0.70054	0.30904	0.36063	0.29156	0.53577	0.495385
GO:0008643	carbohydrate transport	0.5279	0.5612	0.37891	0.43123	0.2929	0.53192	0.698	0.62992	0.46373	0.2919	0.495815
GO:0051403	stress-activated MAPK cascade	0.8776	0.85921	0.34807	0.05199	0.63152	0.71578	0.70958	0.36041	0.17383	0.28424	0.495965
GO:0045132	meiotic chromosome segregation	0.1731	0.10252	0.67781	0.32929	0.30009	0.46788	0.85586	0.60918	0.69127	0.52427	0.496075
GO:0044767	single-organism developmental process	0.4903	0.8956	0.11376	0.52816	0.50208	0.80857	0.40612	0.51425	0.39735	0.31371	0.49619
GO:0048069	eye pigmentation	0.3934	0.5163	0.40156	0.0419	0.61748	0.84306	0.743	0.62269	0.47632	0.1488	0.49631
GO:0048871	multicellular organismal homeostasis	0.7605	0.64288	0.55384	0.43102	0.40143	0.53588	0.3541	0.62562	0.34166	0.45733	0.496605
GO:0050769	positive regulation of neurogenesis	0.789	0.65873	0.56156	0.22872	0.54023	0.47795	0.30937	0.08742	0.51647	0.31385	0.49721
GO:0006400	tRNA modification	0.7232	0.85713	0.86408	0.29872	0.10497	0.53375	0.4766	0.47478	0.51807	0.25947	0.497335
GO:0098657	import into cell	0.3676	0.55019	0.49168	0.69644	0.67727	0.55913	0.22323	0.21635	0.5041	0.46747	0.49789
GO:0022618	ribonucleoprotein complex assembly	0.2696	0.10883	0.48498	0.66875	0.6637	0.51609	0.51131	0.01431	0.34649	0.63318	0.498145
GO:2001259	positive regulation of cation channel activity	0.507	0.76105	0.41738	0.21406	0.83132	0.66634	0.25784	0.49224	0.50412	0.20283	0.49818
GO:0061318	renal filtration cell differentiation	0.7744	0.93823	0.47521	0.13764	0.42568	0.44999	0.57836	0.56105	0.52132	0.18739	0.498265
GO:0061319	nephrocyte differentiation	0.7744	0.93823	0.47521	0.13764	0.42568	0.44999	0.57836	0.56105	0.52132	0.18739	0.498265
GO:0045047	protein targeting to ER	0.0483	0.0302	0.50401	0.75404	0.2753	0.40307	0.49295	0.71538	0.5808	0.58373	0.49848
GO:0072599	establishment of protein localization to endoplasmic reticulum	0.0483	0.0302	0.50401	0.75404	0.2753	0.40307	0.49295	0.71538	0.5808	0.58373	0.49848
GO:0070050	neuron cellular homeostasis	0.6897	0.4093	0.21287	0.18001	0.62921	0.65293	0.90908	0.58782	0.33572	0.40463	0.49856
GO:0015931	nucleobase-containing compound transport	0.4944	0.37648	0.50276	0.61961	0.74478	0.74516	0.01922	0.02147	0.6541	0.48397	0.49858
GO:0071324	cellular response to disaccharide stimulus	0.9957	0.98224	0.44432	0.60354	0.45941	0.48802	0.45405	0.23115	0.50949	0.9335	0.498755
GO:0071329	cellular response to sucrose stimulus	0.9957	0.98224	0.44432	0.60354	0.45941	0.48802	0.45405	0.23115	0.50949	0.9335	0.498755
GO:0044272	sulfur compound biosynthetic process	0.0465	0.18443	0.68906	0.30755	0.4649	0.49105	0.76259	0.58139	0.50702	0.65879	0.499035
GO:0071480	cellular response to gamma radiation	0.9284	0.99207	0.28494	0.41046	0.38439	0.37938	0.43208	0.56672	0.75402	0.85715	0.4994
GO:2001257	regulation of cation channel activity	0.507	0.76105	0.44846	0.21406	0.83132	0.66634	0.25784	0.49224	0.77142	0.20283	0.49962
GO:0009790	embryo development	0.8162	0.67594	0.45957	0.57609	0.03149	0.04762	0.43185	0.44458	0.6726	0.5402	0.499885
GO:0018130	heterocycle biosynthetic process	0.8534	0.96899	0.48353	0.1869	0.48249	0.51649	0.70433	0.61698	0.25357	0.09249	0.50001
GO:0006338	chromatin remodeling	0.8642	0.66232	0.70735	0.41282	0.14191	0.18729	0.48319	0.38165	0.5923	0.51697	0.50008
GO:0006458	'de novo' protein folding	0.5104	0.3649	0.92925	0.38696	0.76739	0.75249	0.38911	0.48998	0.9224	0.36254	0.50019
GO:1903531	negative regulation of secretion by cell	0.158	0.44316	0.17334	0.7606	0.24467	0.28718	0.7407	0.55747	0.64274	0.76416	0.500315
GO:0060361	flight	0.2597	0.41412	0.38094	0.58671	0.98941	0.8714	0.10751	0.17667	0.63083	0.60315	0.500415
GO:0044550	secondary metabolite biosynthetic process	0.6254	0.53265	0.26318	0.35357	0.69	0.80332	0.46822	0.54615	0.29434	0.38596	0.500435
GO:0070828	heterochromatin organization	0.7622	0.95065	0.35834	0.64088	0.43649	0.56483	0.40317	0.4108	0.29791	0.66146	0.50066
GO:0048592	eye morphogenesis	0.8353	0.97305	0.86497	0.34095	0.08065	0.18253	0.16562	0.15469	0.77602	0.66248	0.501715
GO:0090596	sensory organ morphogenesis	0.8353	0.97305	0.86497	0.34095	0.08065	0.18253	0.16562	0.15469	0.77602	0.66248	0.501715
GO:0035315	hair cell differentiation	0.5209	0.75137	0.7492	0.17858	0.39468	0.30693	0.64251	0.42543	0.81828	0.48258	0.50174
GO:0035316	non-sensory hair organization	0.5209	0.75137	0.7492	0.17858	0.39468	0.30693	0.64251	0.42543	0.81828	0.48258	0.50174
GO:0035317	imaginal disc-derived wing hair organization	0.5209	0.75137	0.7492	0.17858	0.39468	0.30693	0.64251	0.42543	0.81828	0.48258	0.50174
GO:0051603	proteolysis involved in cellular protein catabolic process	0.951	0.94832	0.6022	0.44063	0.08788	0.2068	0.26581	0.14671	0.80766	0.56351	0.50207
GO:0071260	cellular response to mechanical stimulus	0.7318	0.77796	0.87438	0.18527	0.51519	0.48921	0.14647	0.13344	0.74869	0.11475	0.5022
GO:0006164	purine nucleotide biosynthetic process	0.6883	0.80212	0.94034	0.46113	0.29087	0.30779	0.54346	0.20254	0.91656	0.36351	0.502295
GO:0045807	positive regulation of endocytosis	0.4732	0.71277	0.86005	0.2511	0.53171	0.59547	0.27861	0.30653	0.78633	0.14936	0.502455
GO:0006206	pyrimidine nucleobase metabolic process	0.867	0.84636	0.42207	0.48423	0.77646	0.80996	0.35191	0.29357	0.46007	0.52117	0.5027
GO:0006754	ATP biosynthetic process	0.5216	0.48463	0.8406	0.0929	0.09509	0.07131	0.56208	0.55714	0.82881	0.05026	0.503115
GO:0080134	regulation of response to stress	0.3235	0.26127	0.82762	0.07077	0.44306	0.78326	0.77026	0.58823	0.56366	0.23751	0.50336
GO:0046889	positive regulation of lipid biosynthetic process	0.7719	0.60227	0.10732	0.46911	0.34336	0.60948	0.68778	0.50438	0.11478	0.5029	0.50364
GO:0048584	positive regulation of response to stimulus	0.7092	0.56517	0.33362	0.91863	0.32486	0.60145	0.35343	0.41121	0.44231	0.94312	0.50374
GO:0042441	eye pigment metabolic process	0.3842	0.49343	0.45347	0.06975	0.74288	0.93621	0.92894	0.84528	0.51532	0.26417	0.504375
GO:0043324	pigment metabolic process involved in developmental pigmentation	0.3842	0.49343	0.45347	0.06975	0.74288	0.93621	0.92894	0.84528	0.51532	0.26417	0.504375
GO:0043474	pigment metabolic process involved in pigmentation	0.3842	0.49343	0.45347	0.06975	0.74288	0.93621	0.92894	0.84528	0.51532	0.26417	0.504375
GO:0007635	chemosensory behavior	0.5149	0.47052	0.82003	0.31763	0.90104	0.77171	0.45136	0.4947	0.86638	0.28525	0.5048
GO:0042558	pteridine-containing compound metabolic process	0.344	0.52683	0.82258	0.24476	0.43807	0.68357	0.87368	0.91647	0.48325	0.26518	0.50504
GO:0040017	positive regulation of locomotion	0.7821	0.47146	0.52008	0.82169	0.56396	0.50509	0.50509	0.28002	0.47813	0.42504	0.50509
GO:1903429	regulation of cell maturation	0.5152	0.44809	0.27643	0.79347	0.89678	0.87265	0.49631	0.33451	0.76981	0.48051	0.505755
GO:0060439	trachea morphogenesis	0.7076	0.67603	0.53259	0.04864	0.48041	0.45865	0.6659	0.65011	0.45121	0.12561	0.5065
GO:0009260	ribonucleotide biosynthetic process	0.5277	0.77183	0.90399	0.48595	0.19278	0.20618	0.6469	0.34413	0.92614	0.38816	0.506825
GO:0046390	ribose phosphate biosynthetic process	0.5277	0.77183	0.90399	0.48595	0.19278	0.20618	0.6469	0.34413	0.92614	0.38816	0.506825
GO:0043624	cellular protein complex disassembly	0.3893	0.53298	0.24633	0.28398	0.84224	0.74886	0.67552	0.6699	0.26536	0.4807	0.50684
GO:0043525	positive regulation of neuron apoptotic process	0.5337	0.58718	0.61394	0.64762	0.42817	0.40241	0.38913	0.12511	0.54122	0.48156	0.50763
GO:0009124	nucleoside monophosphate biosynthetic process	0.7743	0.81018	0.49577	0.23459	0.0216	0.02359	0.57814	0.56854	0.51979	0.16823	0.50778
GO:0009968	negative regulation of signal transduction	0.9681	0.67632	0.71442	0.01127	0.36613	0.35523	0.7637	0.59585	0.4198	0.06907	0.507825
GO:0050657	nucleic acid transport	0.4229	0.31333	0.42888	0.77432	0.58696	0.65041	0.02591	0.0287	0.75465	0.63852	0.50792
GO:0050658	RNA transport	0.4229	0.31333	0.42888	0.77432	0.58696	0.65041	0.02591	0.0287	0.75465	0.63852	0.50792
GO:0044801	single-organism membrane fusion	0.4514	0.23539	0.42539	0.42965	0.65627	0.56483	0.60331	0.37036	0.791	0.72947	0.508115
GO:0051149	positive regulation of muscle cell differentiation	0.4999	0.40225	0.47038	0.62094	0.47746	0.51641	0.62366	0.61808	0.30426	0.71059	0.508155
GO:0001894	tissue homeostasis	0.6062	0.42866	0.51261	0.44834	0.51947	0.62346	0.50469	0.68278	0.33644	0.42777	0.50865
GO:0006260	DNA replication	0.7726	0.69822	0.44423	0.30846	0.44492	0.52103	0.63885	0.4964	0.23304	0.52274	0.508715
GO:0040012	regulation of locomotion	0.6904	0.82751	0.21167	0.58847	0.50116	0.53768	0.24957	0.23277	0.17883	0.51643	0.508795
GO:0042048	olfactory behavior	0.5232	0.48132	0.86864	0.33076	0.83923	0.72416	0.46584	0.49586	0.93853	0.3858	0.50953
GO:1903828	negative regulation of cellular protein localization	0.5108	0.36267	0.77422	0.37878	0.31825	0.50861	0.92345	0.90932	0.83902	0.41959	0.509705
GO:0043470	regulation of carbohydrate catabolic process	0.5463	0.59228	0.67041	0.30226	0.99912	0.99884	0.47183	0.47504	0.4009	0.31153	0.51067
GO:0048583	regulation of response to stimulus	0.5415	0.56977	0.53055	0.93943	0.49189	0.57253	0.27889	0.13291	0.34993	0.11516	0.51122
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	0.5535	0.42804	0.25414	0.46918	0.86183	0.8297	0.95809	0.95729	0.25578	0.46268	0.51134
GO:0031577	spindle checkpoint	0.6213	0.4122	0.50311	0.77453	0.04244	1	0.25621	0.31969	0.52012	0.78276	0.511615
GO:0010830	regulation of myotube differentiation	0.9586	0.98552	0.49264	0.26058	0.58673	0.32169	0.5317	0.45706	0.55049	0.34646	0.51217
GO:0060142	regulation of syncytium formation by plasma membrane fusion	0.9586	0.98552	0.49264	0.26058	0.58673	0.32169	0.5317	0.45706	0.55049	0.34646	0.51217
GO:1901739	regulation of myoblast fusion	0.9586	0.98552	0.49264	0.26058	0.58673	0.32169	0.5317	0.45706	0.55049	0.34646	0.51217
GO:0031098	stress-activated protein kinase signaling cascade	0.7538	0.80339	0.31546	0.04696	0.67801	0.71367	0.70509	0.30921	0.1854	0.34762	0.512815
GO:0043434	response to peptide hormone	0.4517	0.39255	0.72259	0.29933	0.16334	0.18119	0.8139	0.72859	0.7197	0.57418	0.51294
GO:1901652	response to peptide	0.4517	0.39255	0.72259	0.29933	0.16334	0.18119	0.8139	0.72859	0.7197	0.57418	0.51294
GO:1903825	organic acid transmembrane transport	0.7122	0.61474	0.52768	0.49499	0.50777	0.49454	0.49032	0.32133	0.7383	0.51828	0.513025
GO:1905039	carboxylic acid transmembrane transport	0.7122	0.61474	0.52768	0.49499	0.50777	0.49454	0.49032	0.32133	0.7383	0.51828	0.513025
GO:0006085	acetyl-CoA biosynthetic process	0.0232	1	0.45469	0.57167	0.24165	0.24818	0.62278	0.61441	0.2328	0.5783	0.51318
GO:0032990	cell part morphogenesis	0.9306	0.92303	0.95362	0.16163	0.22597	0.54654	0.33009	0.14738	0.76661	0.4801	0.51332
GO:0090090	negative regulation of canonical Wnt signaling pathway	0.97	0.77208	0.11336	0.09496	0.50756	0.51978	0.77354	0.80252	0.12728	0.32225	0.51367
GO:0034330	cell junction organization	0.4779	0.50829	0.46237	0.45904	0.64227	0.69889	0.66031	0.96117	0.51912	0.17567	0.513705
GO:0002764	immune response-regulating signaling pathway	0.981	0.95928	0.49165	0.3548	0.40309	0.53577	0.99975	0.98499	0.07039	0.23631	0.51371
GO:1902904	negative regulation of supramolecular fiber organization	0.3796	0.52523	0.73628	0.21062	0.75481	0.50222	0.67034	0.49399	0.8546	0.18478	0.513725
GO:0035332	positive regulation of hippo signaling	0.6244	0.12517	0.81158	0.41377	0.13802	0.22669	0.51592	0.51234	0.76387	0.6639	0.51413
GO:0006856	eye pigment precursor transport	0.8713	0.63557	0.05196	0.45243	0.57623	0.59905	NA	NA	0.2969	0.42391	0.51433
GO:0080135	regulation of cellular response to stress	0.5707	0.58639	0.62559	0.0792	0.67809	0.71443	0.41689	0.2161	0.41075	0.46029	0.515495
GO:0000819	sister chromatid segregation	0.4566	0.37871	0.97529	0.59913	0.30735	0.35901	0.60629	0.34012	0.95586	0.57442	0.51551
GO:0008052	sensory organ boundary specification	0.7911	0.53571	0.33369	0.88456	0.51119	0.48272	0.51721	0.51384	0.06406	0.81979	0.515525
GO:0016360	sensory organ precursor cell fate determination	0.8016	0.53579	0.33369	0.88456	0.51119	0.48272	0.51721	0.51384	0.06406	0.81979	0.515525
GO:0060582	cell fate determination involved in pattern specification	0.8016	0.53579	0.33369	0.88456	0.51119	0.48272	0.51721	0.51384	0.06406	0.81979	0.515525
GO:0008103	oocyte microtubule cytoskeleton polarization	0.5316	0.64139	0.49958	0.74965	0.30778	0.19115	0.2577	0.39254	0.70831	0.84989	0.51559
GO:0006497	protein lipidation	0.6519	0.75555	0.90996	0.49774	0.02531	0.0295	0.09022	0.12053	0.87153	0.53423	0.515985
GO:0042158	lipoprotein biosynthetic process	0.6519	0.75555	0.90996	0.49774	0.02531	0.0295	0.09022	0.12053	0.87153	0.53423	0.515985
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	0.7205	0.59071	0.36496	0.57644	0.70109	0.64076	0.45574	0.4185	0.34271	0.39405	0.51609
GO:0090004	positive regulation of establishment of protein localization to plasma membrane	0.7205	0.59071	0.36496	0.57644	0.70109	0.64076	0.45574	0.4185	0.34271	0.39405	0.51609
GO:0006541	glutamine metabolic process	0.1532	0.28506	0.32731	0.5028	0.69297	0.73424	0.76102	0.53026	0.3695	0.63589	0.51653
GO:0035308	negative regulation of protein dephosphorylation	0.4691	0.46133	0.51683	0.33867	0.90587	0.99125	0.6419	0.59292	0.35209	NA	0.51683
GO:0048546	digestive tract morphogenesis	0.5978	0.5258	0.82551	0.50798	0.52928	0.50596	0.41384	0.28631	0.77698	0.47315	0.51689
GO:0023061	signal release	0.7991	0.95033	0.90883	0.04832	0.58064	0.45318	0.04417	0.03476	0.92465	0.28067	0.51691
GO:0015748	organophosphate ester transport	0.8211	0.55903	0.24157	0.55269	0.51908	0.54818	0.14987	0.45793	0.22592	0.51514	0.51711
GO:0045477	regulation of nurse cell apoptotic process	0.344	0.56688	0.46769	0.72993	0.76762	0.23128	0.2611	0.17181	0.65965	0.57099	0.517285
GO:1904748	regulation of apoptotic process involved in development	0.344	0.56688	0.46769	0.72993	0.76762	0.23128	0.2611	0.17181	0.65965	0.57099	0.517285
GO:0006568	tryptophan metabolic process	0.8612	0.89813	0.87537	0.55875	0.27714	0.46277	0.18507	0.16909	0.92899	0.47604	0.517395
GO:0006586	indolalkylamine metabolic process	0.8612	0.89813	0.87537	0.55875	0.27714	0.46277	0.18507	0.16909	0.92899	0.47604	0.517395
GO:2000377	regulation of reactive oxygen species metabolic process	0.8207	0.307	0.58966	0.53802	0.62967	0.45751	0.31336	0.12951	0.51659	0.51907	0.51783
GO:0033044	regulation of chromosome organization	0.8842	0.4627	0.51085	0.38542	0.52501	0.07422	0.80163	0.61646	0.28273	0.81387	0.51793
GO:0030522	intracellular receptor signaling pathway	0.0245	0.04889	0.18232	0.65855	0.86792	0.37759	0.89844	0.68384	0.21417	0.76942	0.51807
GO:0048665	neuron fate specification	0.4038	0.56926	0.93054	0.29299	0.42518	0.5904	0.46785	0.44175	0.96426	0.65587	0.518555
GO:0031400	negative regulation of protein modification process	0.612	0.43307	0.35162	0.29637	0.65012	0.40548	0.58002	0.6148	0.45724	0.61303	0.51863
GO:0000270	peptidoglycan metabolic process	0.5087	0.52881	0.77555	0.62977	0.30347	0.31862	0.62455	0.48614	0.82457	0.50302	0.518755
GO:0006027	glycosaminoglycan catabolic process	0.5087	0.52881	0.77555	0.62977	0.30347	0.31862	0.62455	0.48614	0.82457	0.50302	0.518755
GO:0009253	peptidoglycan catabolic process	0.5087	0.52881	0.77555	0.62977	0.30347	0.31862	0.62455	0.48614	0.82457	0.50302	0.518755
GO:0016321	female meiosis chromosome segregation	0.3449	0.18528	0.69612	0.19293	0.35976	0.59567	0.75066	0.49873	0.55443	0.53988	0.519305
GO:1903729	regulation of plasma membrane organization	0.5869	0.57606	0.0538	0.59185	0.69601	0.51021	0.31071	0.52848	0.11046	0.42145	0.519345
GO:0010720	positive regulation of cell development	0.6746	0.62437	0.5211	0.39273	0.57038	0.67438	0.51831	0.27457	0.45053	0.51676	0.519705
GO:0006936	muscle contraction	0.3812	0.36071	0.84641	0.03304	0.64424	0.78623	0.51237	0.52761	0.75907	0.0306	0.51999
GO:1902115	regulation of organelle assembly	0.3676	0.28098	0.71163	0.51668	0.10401	0.14359	0.52348	0.53353	0.55123	0.53346	0.52008
